Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
85	Mongolia	2976.877	3030.987	3084.642	3137.655	3189.888	3241.238	3291.607	3340.991	3389.374	3436.79	3483.27	3528.858	3573.54	3617.309	3660.097	3701.931	3742.828	3782.903	3822.416	3861.66	3900.888	3940.227	3979.707	4019.482	4059.699	4100.466	4141.841	4183.834	4226.462	4269.73	4313.612	4358.1	4403.12	4448.498	4493.997	4539.421	4584.692	4629.758	4674.476	4718.656	4762.18	4804.993	4847.095	4888.511	4929.29	4969.491	5009.149	5048.315	5087.111	5125.726	5164.299	5202.919	5241.657	5280.654	5320.044	5359.955	5400.461	5441.625	5483.501	5526.189	5569.733	5614.175	5659.471	5705.592	5752.461	5799.997	5848.155	5896.897	5946.075	5995.553	6045.194	6094.932	6144.698	6194.397	6243.892	6293.109	6341.97	6390.458	6438.562	6486.267	6533.603	6580.562	6627.134	6673.341	6719.178	6764.632
86	Republic of Korea	50593.662	50849.16	51114.094	51384.899	51658.769	51933.615	52208.129	52481.745	52754.473	53026.724	53298.631	53569.34	53836.407	54095.531	54341.313	54569.41	54778.176	54967.042	55134.329	55278.564	55398.817	55494.534	55566.022	55614.549	55642.052	55650.445	55640.721	55614.14	55573.375	55521.595	55461.629	55395.079	55323.41	55249.16	55175.058	55103.315	55035.355	54971.914	54913.604	54860.657	54813.206	54771.611	54736.023	54705.964	54680.681	54659.411	54642.056	54628.156	54616.228	54604.409	54591.27	54576.51	54560.187	54541.897	54521.289	54498.345	54473.171	54446.495	54419.823	54395.137	54374.222	54358.057	54347.491	54344.069	54349.415	54365.033	54391.637	54430.067	54482.057	54549.544	54633.868	54735.718	54854.769	54990.004	55139.806	55302.788	55478.056	55665.119	55863.664	56073.286	56293.24	56522.36	56759.017	57001.093	57245.998	57490.679
87	South-Central Asia	1892013.476	1918333.793	1945352.775	1972876.476	2000743.287	2028823.634	2057021.608	2085273.549	2113543.705	2141817.271	2170079.349	2198292.428	2226376.642	2254201.443	2281609.459	2308486.731	2334781.919	2360512.817	2385725.632	2410502.307	2434912.94	2458965.529	2482667.435	2506091.18	2529325.733	2552440.59	2575463.989	2598401.01	2621267.258	2644070.479	2666812.353	2689498.911	2712123.053	2734653.312	2757045.67	2779260.893	2801286.767	2823108.087	2844678.459	2865943.105	2886860.044	2907412.02	2927597.703	2947413.204	2966861.372	2985948.592	3004677.305	3023057.165	3041113.265	3058878.633	3076384.5	3093646.723	3110684.773	3127538.986	3144256.164	3160875.041	3177418.193	3193898.265	3210330.686	3226727.255	3243097.909	3259454.063	3275803.814	3292148.003	3308483.651	3324807.946	3341123.59	3357431.281	3373722.775	3389986.714	3406214.2	3422405.51	3438561.505	3454675.366	3470738.803	3486747.843	3502704.48	3518616.193	3534494.231	3550351.967	3566203.269	3582061.952	3597941.362	3613854.433	3629813.56	3645830.838
88	Central Asia	68705.005	69888.501	71068.58	72242.4	73407.576	74561.917	75703.673	76831.435	77944.134	79041.03	80121.772	81186.376	82235.247	83269.191	84289.358	85297.303	86293.431	87279.598	88260.614	89242.423	90229.713	91224.138	92225.798	93235.618	94254.037	95281.071	96317.102	97361.497	98411.776	99464.548	100516.844	101567.552	102615.765	103659.05	104694.615	105720.294	106735.039	107738.343	108729.299	109707.278	110671.964	111623.15	112561.351	113488.034	114405.249	115314.892	116217.758	117114.701	118007.74	118899.251	119791.166	120684.607	121580.184	122478.804	123381.143	124287.772	125199.185	126115.682	127037.136	127963.302	128893.842	129828.68	130767.594	131709.886	132654.638	133601.047	134548.674	135497.17	136445.812	137393.881	138340.741	139285.928	140229.115	141170	142108.278	143043.729	143976.116	144905.269	145831.049	146753.335	147672.049	148587.224	149498.903	150407.195	151312.238	152214.267
89	Kazakhstan	17749.648	17998.298	18243.191	18484.104	18720.881	18953.411	19181.674	19405.699	19625.606	19841.548	20053.77	20262.554	20468.276	20671.34	20872.237	21071.512	21269.468	21466.729	21664.548	21864.419	22067.545	22274.42	22485.187	22700.212	22919.76	23143.938	23372.861	23606.372	23843.976	24084.956	24328.627	24574.726	24822.886	25072.193	25321.564	25570.125	25817.472	26063.433	26307.543	26549.446	26788.896	27025.735	27260.04	27492.171	27722.602	27951.846	28180.079	28407.564	28634.932	28862.958	29092.276	29323.241	29556.078	29791.168	30028.87	30269.473	30513.129	30759.94	31010.017	31263.458	31520.264	31780.408	32043.682	32309.695	32577.894	32847.787	33119.088	33391.543	33664.662	33937.894	34210.764	34482.969	34754.251	35024.174	35292.307	35558.286	35821.914	36083.08	36341.79	36598.078	36852.008	37103.642	37353.069	37600.324	37845.486	38088.62
90	Kyrgyzstan	5865.401	5966.874	6067.457	6167.077	6265.68	6363.19	6459.555	6554.744	6648.72	6741.454	6832.971	6923.301	7012.534	7100.835	7188.368	7275.327	7361.787	7447.871	7533.964	7620.478	7707.782	7795.98	7885.082	7975.054	8065.802	8157.23	8249.332	8342.099	8435.331	8528.787	8622.269	8715.688	8808.99	8902.085	8994.865	9087.267	9179.237	9270.72	9361.657	9451.985	9541.659	9630.668	9719.041	9806.854	9894.225	9981.25	10067.982	10154.462	10240.767	10327.028	10413.318	10499.718	10586.249	10672.966	10759.87	10847.006	10934.397	11022.084	11110.11	11198.542	11287.411	11376.721	11466.463	11556.657	11647.303	11738.385	11829.881	11921.75	12013.922	12106.332	12198.901	12291.581	12384.296	12476.922	12569.321	12661.355	12752.942	12844.027	12934.58	13024.558	13113.928	13202.639	13290.63	13377.811	13464.102	13549.38
91	Tajikistan	8548.651	8748.243	8950.471	9154.748	9360.584	9567.51	9775.139	9983.111	10191.158	10399.038	10606.598	10813.766	11020.556	11227.078	11433.525	11640.156	11846.972	12054.249	12262.783	12473.606	12687.48	12904.652	13125.068	13348.799	13575.848	13806.13	14039.666	14276.273	14515.371	14756.179	14998.057	15240.743	15484.063	15727.602	15970.904	16213.615	16455.547	16696.596	16936.675	17175.752	17413.834	17650.875	17886.965	18122.421	18357.714	18593.215	18829.052	19065.262	19302.091	19539.806	19778.582	20018.495	20259.529	20501.647	20744.74	20988.712	21233.531	21479.09	21725.056	21971.001	22216.589	22461.665	22706.207	22950.087	23193.229	23435.567	23677.041	23917.628	24157.344	24396.286	24634.519	24872.024	25108.82	25345.078	25580.99	25816.712	26052.284	26287.682	26522.824	26757.601	26991.909	27225.701	27458.918	27691.576	27923.674	28155.276
92	Turkmenistan	5565.284	5671.787	5777.841	5883.166	5987.536	6090.746	6192.601	6292.998	6391.796	6488.951	6584.413	6678.203	6770.366	6861.008	6950.271	7038.327	7125.231	7211.164	7296.648	7382.33	7468.7	7555.947	7644.051	7733.062	7822.948	7913.664	8005.225	8097.556	8190.407	8283.44	8376.339	8468.995	8561.299	8652.981	8743.706	8833.229	8921.44	9008.3	9093.765	9177.859	9260.59	9341.967	9422.051	9500.987	9578.986	9656.226	9732.803	9808.824	9884.554	9960.301	10036.313	10112.706	10189.53	10266.857	10344.734	10423.177	10502.234	10581.91	10662.088	10742.666	10823.529	10904.635	10985.942	11067.324	11148.653	11229.811	11310.736	11391.38	11471.673	11551.548	11630.958	11709.866	11788.256	11866.133	11943.474	12020.306	12096.644	12172.527	12248.008	12323.132	12397.984	12472.648	12547.199	12621.77	12696.43	12771.339
93	Uzbekistan	30976.021	31503.299	32029.62	32553.305	33072.895	33587.06	34094.704	34594.883	35086.854	35570.039	36044.02	36508.552	36963.515	37408.93	37844.957	38271.981	38689.973	39099.585	39502.671	39901.59	40298.206	40693.139	41086.41	41478.491	41869.679	42260.109	42650.018	43039.197	43426.691	43811.186	44191.552	44567.4	44938.527	45304.189	45663.576	46016.058	46361.343	46699.294	47029.659	47352.236	47666.985	47973.905	48273.254	48565.601	48851.722	49132.355	49407.842	49678.589	49945.396	50209.158	50470.677	50730.447	50988.798	51246.166	51502.929	51759.404	52015.894	52272.658	52529.865	52787.635	53046.049	53305.251	53565.3	53826.123	54087.559	54349.497	54611.928	54874.869	55138.211	55401.821	55665.599	55929.488	56193.492	56457.693	56722.186	56987.07	57252.332	57517.953	57783.847	58049.966	58316.22	58582.594	58849.087	59115.714	59382.546	59649.652
94	Southern Asia	1823308.471	1848445.292	1874284.195	1900634.076	1927335.711	1954261.717	1981317.935	2008442.114	2035599.571	2062776.241	2089957.577	2117106.052	2144141.395	2170932.252	2197320.101	2223189.428	2248488.488	2273233.219	2297465.018	2321259.884	2344683.227	2367741.391	2390441.637	2412855.562	2435071.696	2457159.519	2479146.887	2501039.513	2522855.482	2544605.931	2566295.509	2587931.359	2609507.288	2630994.262	2652351.055	2673540.599	2694551.728	2715369.744	2735949.16	2756235.827	2776188.08	2795788.87	2815036.352	2833925.17	2852456.123	2870633.7	2888459.547	2905942.464	2923105.525	2939979.382	2956593.334	2972962.116	2989104.589	3005060.182	3020875.021	3036587.269	3052219.008	3067782.583	3083293.55	3098763.953	3114204.067	3129625.383	3145036.22	3160438.117	3175829.013	3191206.899	3206574.916	3221934.111	3237276.963	3252592.833	3267873.459	3283119.582	3298332.39	3313505.366	3328630.525	3343704.114	3358728.364	3373710.924	3388663.182	3403598.632	3418531.22	3433474.728	3448442.459	3463447.238	3478501.322	3493616.571
95	Afghanistan	33736.494	34632.268	35545.028	36472.343	37412.407	38363.966	39326.434	40299.787	41284.516	42281.388	43290.96	44312.958	45345.812	46386.397	47430.691	48475.534	49519.432	50562.213	51603.689	52644.18	53683.828	54722.05	55758.059	56791.583	57822.414	58850.33	59875.055	60896.274	61913.707	62927.087	63936.167	64940.58	65940.141	66934.951	67925.254	68911.103	69892.259	70868.198	71838.324	72801.931	73758.303	74707.071	75647.722	76579.327	77500.825	78411.318	79310.277	80197.409	81072.424	81935.151	82785.419	83622.968	84447.564	85259.118	86057.61	86843.036	87615.415	88374.729	89120.826	89853.544	90572.845	91278.741	91971.523	92651.823	93320.456	93978.102	94625.108	95261.6	95887.737	96503.603	97109.301	97705.129	98291.38	98868.297	99436.039	99994.855	100545.026	101086.886	101620.778	102147.097	102666.21	103178.517	103684.368	104184.165	104678.263	105167.028
96	Bangladesh	161200.886	163085.63	165086.569	167181.027	169348.403	171570.126	173829.72	176112.772	178406.81	180701.119	182986.21	185253.218	187493.399	189697.905	191858.429	193968.993	196024.29	198023.745	199972.627	201879.745	203752.164	205590.893	207395.528	209170.261	210919.902	212648.168	214357.159	216047.267	217718.194	219368.773	220998.049	222606.212	224193.621	225759.498	227302.77	228822.5	230318.386	231790.027	233236.088	234654.985	236045.545	237407.482	238740.922	240045.754	241321.957	242569.798	243789.578	244982.044	246148.587	247290.983	248410.885	249509.216	250587.011	251646.178	252688.883	253716.966	254731.727	255733.987	256724.443	257703.603	258672.018	259630.445	260579.743	261520.65	262453.888	263380.095	264299.999	265214.068	266122.393	267024.853	267921.548	268813.066	269700.167	270583.352	271463.112	272340.111	273215.199	274089.427	274963.995	275840.177	276719.352	277602.907	278492.294	279388.98	280294.492	281210.377
97	Bhutan	787.386	798.332	809.557	820.945	832.44	843.974	855.49	866.965	878.362	889.685	900.911	912.033	923.008	933.783	944.279	954.462	964.311	973.829	983.041	991.987	1000.721	1009.231	1017.529	1025.645	1033.61	1041.442	1049.161	1056.769	1064.298	1071.758	1079.163	1086.526	1093.845	1101.114	1108.314	1115.442	1122.508	1129.473	1136.326	1143.047	1149.598	1155.967	1162.15	1168.142	1173.907	1179.457	1184.77	1189.86	1194.725	1199.359	1203.795	1208.026	1212.062	1215.937	1219.693	1223.344	1226.916	1230.414	1233.873	1237.302	1240.735	1244.172	1247.645	1251.157	1254.702	1258.304	1261.979	1265.722	1269.534	1273.4	1277.326	1281.319	1285.369	1289.471	1293.619	1297.805	1302.029	1306.283	1310.574	1314.899	1319.271	1323.671	1328.117	1332.592	1337.091	1341.612
98	India	1309053.98	1325806.271	1343040.635	1360616.448	1378419.072	1396359.917	1414377.644	1432436.907	1450524.61	1468643.587	1486793.737	1504951.83	1523053.931	1540987.803	1558614.35	1575830.544	1592595.494	1608920.496	1624823.42	1640345.787	1655526.354	1670365.767	1684874.179	1699115.746	1713172.495	1727110.084	1740953.6	1754710.841	1768407.633	1782066.504	1795702.447	1809327.089	1822938.679	1836518.995	1850039.301	1863473.307	1876815.433	1890055.84	1903157.682	1916075.863	1928775.524	1941242.813	1953476.337	1965470.437	1977224.009	1988738.729	2000015.149	2011058.54	2021883.356	2032509.132	2042955.452	2053232.197	2063354.07	2073352.33	2083264.195	2093120.515	2102937.96	2112725.815	2122497.758	2132265.264	2142037.69	2151824.434	2161631.163	2171457.653	2181300.237	2191155.617	2201025.595	2210910.867	2220805.027	2230699.322	2240586.861	2250467.67	2260342.133	2270204.498	2280047.952	2289869.004	2299668.971	2309453.432	2319231.036	2329012.089	2338807.225	2348626.988	2358481.564	2368380.691	2378333.738	2388349.733
99	Iran (Islamic Republic of)	79360.487	80434.582	81493.896	82535.228	83555.398	84551.299	85519.848	86458.019	87362.924	88231.983	89063.374	89856.549	90612.646	91334.687	92027.048	92693.894	93336.401	93956.846	94561.982	95160.077	95757.463	96356.724	96958.019	97562.018	98168.48	98776.747	99387.01	99998.459	100607.878	101210.954	101803.814	102384.675	102951.847	103501.62	104029.844	104533.028	105009.482	105457.971	105876.156	106261.748	106613.233	106930.027	107212.685	107462.583	107681.881	107872.796	108036.557	108174.887	108291.273	108389.919	108474.576	108547.649	108611.211	108668.256	108721.882	108774.857	108829.47	108887.648	108951.216	109021.774	109100.87	109189.809	109290.016	109403	109530.263	109672.969	109831.839	110007.119	110198.725	110406.254	110629.223	110867.495	111120.687	111387.758	111667.386	111958.339	112259.621	112570.436	112890.047	113217.672	113552.384	113893.045	114238.276	114586.498	114935.887	115284.385
100	Maldives	418.403	427.955	437.254	446.289	455.057	463.552	471.759	479.669	487.265	494.529	501.453	508.047	514.31	520.287	526.041	531.604	537.001	542.246	547.393	552.471	557.541	562.608	567.687	572.798	577.96	583.174	588.453	593.788	599.169	604.567	609.965	615.36	620.717	626.023	631.223	636.287	641.215	645.96	650.533	654.897	659.034	662.944	666.635	670.076	673.297	676.322	679.125	681.731	684.151	686.415	688.54	690.548	692.433	694.212	695.914	697.535	699.098	700.61	702.066	703.478	704.842	706.179	707.491	708.776	710.028	711.264	712.488	713.702	714.922	716.177	717.456	718.787	720.168	721.631	723.172	724.815	726.557	728.428	730.395	732.472	734.65	736.936	739.31	741.784	744.351	747.014
101	Nepal	28656.282	29009.386	29384.765	29777.118	30181.886	30595.316	31014.459	31437.146	31861.885	32287.727	32713.801	33138.829	33560.68	33976.219	34381.82	34774.845	35153.946	35519.508	35872.865	36216.367	36551.955	36879.875	37200.209	37514.697	37825.379	38133.857	38440.897	38746.566	39050.924	39353.701	39654.646	39953.821	40251.233	40546.494	40839.059	41128.398	41414.311	41696.409	41973.853	42245.576	42510.768	42769.021	43020.211	43264.096	43500.506	43729.365	43950.516	44163.952	44369.941	44568.897	44761.172	44946.932	45126.263	45299.365	45466.455	45627.741	45783.396	45933.653	46078.844	46219.324	46355.427	46487.407	46615.414	46739.496	46859.608	46975.815	47088.299	47197.328	47303.102	47405.83	47505.751	47603.104	47698.206	47791.448	47883.285	47974.132	48064.371	48154.322	48244.309	48334.636	48425.644	48517.704	48611.233	48706.697	48804.572	48905.395
102	Pakistan	189380.513	193429.184	197554.104	201739.404	205971.509	210239.164	214533.465	218847.851	223177.821	227520.558	231873.827	236234.738	240598.683	244958.901	249307.749	253640.492	257953.48	262249.575	266538.953	270836.085	275151.869	279488.68	283844.597	288220.867	292617.8	297034.898	301472.011	305927.441	310396.804	314874.249	319354.295	323834.149	328310.622	332777.041	337225.717	341650.196	346046.967	350413.704	354746.823	359043.015	363299.775	367515.435	371689.401	375822.008	379914.446	383968.105	387983.277	391961.225	395905.694	399821.504	403712.707	407580.861	411427.116	415254.561	419066.556	422865.546	426653.058	430429.065	434192.54	437941.507	441674.285	445390.514	449090.029	452771.503	456433.369	460074.204	463693.292	467289.87	470862.476	474409.478	477929.624	481422.613	484888.327	488326.039	491735.011	495115.031	498466.619	501790.945	505089.683	508364.83	511618.565	514853.181	518071.057	521274.645	524466.482	527649.187
103	Sri Lanka	20714.04	20821.684	20932.387	21045.274	21159.539	21274.403	21389.116	21502.998	21615.378	21725.665	21833.304	21937.85	22038.926	22136.27	22229.694	22319.06	22404.133	22484.761	22561.048	22633.185	22701.332	22765.563	22825.83	22881.947	22933.656	22980.819	23023.541	23062.108	23096.875	23128.338	23156.963	23182.947	23206.583	23228.526	23249.573	23270.338	23291.167	23312.162	23333.375	23354.765	23376.3	23398.11	23420.289	23442.747	23465.295	23487.81	23510.298	23532.816	23555.374	23578.022	23600.788	23623.719	23646.859	23670.225	23693.833	23717.729	23741.968	23766.662	23791.984	23818.157	23845.355	23873.682	23903.196	23934.059	23966.462	24000.529	24036.317	24073.835	24113.047	24153.916	24196.369	24240.399	24285.953	24332.872	24380.949	24430.022	24479.971	24530.765	24582.365	24634.76	24687.919	24741.779	24796.24	24851.186	24906.446	24961.84
104	South-Eastern Asia	634609.846	642459.722	650505.933	658691.034	666967.053	675295.412	683647.415	692003.779	700353.437	708691.529	717013.249	725307.368	733550.585	741704.992	749725.069	757578.003	765247.774	772739.623	780069.577	787265.148	794348.73	801325.185	808194.464	814969.619	821665.358	828294.538	834865.165	841383.59	847858.559	854298.634	860710.934	867099.924	873468.952	879821.821	886161.694	892490.071	898809.109	905116.983	911406.015	917665.347	923886.306	930066.978	936207.082	942301.494	948344.701	954333.059	960265.834	966144.806	971972.803	977754.074	983493.337	989193.345	994858.296	1000496.667	1006118.654	1011733.273	1017345.723	1022960.418	1028584.842	1034226.785	1039892.881	1045587.389	1051313.328	1057073.755	1062871.136	1068707.191	1074583.466	1080500.437	1086457.176	1092451.859	1098482.363	1104548.207	1110647.847	1116776.665	1122928.892	1129099.739	1135286.274	1141487.095	1147701.695	1153929.8	1160170.63	1166422.681	1172683.653	1178950.377	1185218.783	1191484.03
105	Brunei Darussalam	417.542	423.697	429.953	436.275	442.621	448.977	455.313	461.619	467.883	474.101	480.272	486.383	492.413	498.344	504.126	509.753	515.2	520.479	525.581	530.526	535.312	539.966	544.451	548.819	553.069	557.203	561.261	565.223	569.124	572.97	576.777	580.558	584.309	588.028	591.71	595.348	598.945	602.492	605.992	609.419	612.768	616.035	619.224	622.318	625.318	628.206	631.002	633.692	636.297	638.803	641.232	643.575	645.865	648.088	650.273	652.444	654.596	656.748	658.907	661.094	663.333	665.622	667.964	670.375	672.853	675.379	678.001	680.685	683.434	686.257	689.128	692.049	695.021	698.046	701.098	704.174	707.278	710.395	713.532	716.683	719.848	723.018	726.202	729.39	732.558	735.722
106	Cambodia	15517.635	15773.67	16035.902	16302.806	16573.048	16845.477	17119.149	17393.295	17667.321	17940.781	18213.301	18484.499	18753.931	19021.017	19285.203	19546.126	19803.503	20057.543	20309.035	20559.09	20808.599	21057.804	21306.665	21555.54	21804.73	22054.458	22304.852	22555.929	22807.563	23059.57	23311.724	23563.945	23816.077	24067.761	24318.562	24568.079	24816.133	25062.538	25306.882	25548.712	25787.672	26023.602	26256.452	26486.221	26712.974	26936.778	27157.654	27375.655	27591.021	27804.054	28015.036	28224.11	28431.409	28637.125	28841.509	29044.748	29247.002	29448.402	29649.135	29849.386	30049.311	30249.037	30448.644	30648.128	30847.46	31046.624	31245.626	31444.548	31643.488	31842.562	32041.86	32241.425	32441.219	32641.114	32840.901	33040.441	33239.682	33438.643	33637.39	33836.022	34034.594	34233.113	34431.573	34629.906	34828.013	35025.752
