Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
123	Israel	8064.547	8205.376	8347.924	8491.949	8637.271	8783.8	8931.528	9080.503	9230.866	9382.765	9536.361	9691.684	9848.655	10006.997	10166.336	10326.406	10487.129	10648.584	10810.914	10974.345	11139.044	11305.033	11472.306	11640.949	11811.036	11982.666	12155.85	12330.58	12506.824	12684.553	12863.702	13044.253	13226.147	13409.334	13593.765	13779.34	13966.024	14153.728	14342.296	14531.54	14721.332	14911.572	15102.243	15293.234	15484.447	15675.823	15867.307	16058.909	16250.706	16442.809	16635.308	16828.235	17021.608	17215.477	17409.879	17604.875	17800.475	17996.724	18193.735	18391.661	18590.609	18790.594	18991.593	19193.544	19396.372	19600.007	19804.4	20009.514	20215.222	20421.347	20627.772	20834.4	21041.165	21248.004	21454.873	21661.712	21868.437	22074.964	22281.208	22487.075	22692.476	22897.336	23101.576	23305.145	23507.978	23710.017
124	Jordan	9159.302	9477.243	9743.819	9965.534	10149.162	10301.741	10430.643	10543.492	10648.058	10751.911	10861.661	10982.089	11115.381	11260.799	11415.614	11577.805	11747.936	11927.357	12115.459	12311.327	12514.003	12723.289	12938.552	13157.844	13378.721	13599.322	13818.654	14036.708	14253.83	14470.85	14688.313	14906.083	15123.677	15340.919	15557.601	15773.534	15988.623	16202.807	16416.003	16628.123	16839.121	17048.947	17257.564	17464.867	17670.738	17875.114	18077.956	18279.343	18479.423	18678.418	18876.504	19073.758	19270.208	19465.931	19660.997	19855.491	20049.448	20242.904	20435.906	20628.486	20820.671	21012.452	21203.816	21394.727	21585.152	21775.014	21964.301	22152.937	22340.792	22527.697	22713.521	22898.178	23081.635	23263.817	23444.654	23624.091	23802.081	23978.575	24153.567	24327.031	24498.944	24669.319	24838.144	25005.431	25171.188	25335.437
125	Kuwait	3935.794	4021.923	4105.881	4187.536	4266.867	4343.962	4419.051	4492.475	4564.659	4636.098	4707.207	4778.23	4849.115	4919.491	4988.768	5056.527	5122.676	5187.395	5250.931	5313.642	5375.789	5437.439	5498.532	5559.058	5619.006	5678.345	5737.111	5795.326	5852.884	5909.669	5965.58	6020.603	6074.792	6128.244	6181.095	6233.457	6285.405	6336.938	6388.034	6438.67	6488.818	6538.528	6587.887	6637.001	6686.018	6735.053	6784.175	6833.439	6882.983	6932.942	6983.423	7034.482	7086.167	7138.533	7191.61	7245.436	7300.032	7355.387	7411.469	7468.245	7525.664	7583.687	7642.296	7701.394	7760.864	7820.632	7880.62	7940.825	8001.167	8061.614	8122.112	8182.616	8243.116	8303.577	8364.002	8424.377	8484.691	8544.936	8605.104	8665.198	8725.214	8785.16	8845.052	8904.915	8964.769	9024.66
126	Lebanon	5851.479	5984.028	6067.541	6108.068	6112.049	6086.313	6038.146	5975.197	5905.349	5836.369	5774.975	5725.855	5690.801	5668.327	5654.724	5647.188	5646.039	5652.53	5665.555	5683.682	5705.603	5730.966	5759.284	5789.071	5818.595	5846.599	5872.308	5895.849	5918.035	5940.201	5963.331	5987.519	6012.446	6038.247	6065.007	6092.75	6121.5	6151.18	6181.516	6212.142	6242.731	6273.161	6303.284	6332.723	6361.024	6387.841	6413.025	6436.502	6458.175	6477.969	6495.85	6511.8	6525.886	6538.253	6549.109	6558.671	6567.052	6574.405	6581.053	6587.384	6593.72	6600.252	6607.092	6614.453	6622.525	6631.472	6641.387	6652.37	6664.439	6677.598	6691.845	6707.213	6723.688	6741.179	6759.548	6778.67	6798.485	6818.962	6840.098	6861.888	6884.309	6907.296	6930.77	6954.637	6978.73	7002.883
127	Oman	4199.81	4457.401	4683.072	4878.553	5046.221	5189.06	5310.758	5415.63	5508.449	5594.21	5677.315	5760.741	5845.3	5929.323	6009.551	6083.771	6152.076	6216.17	6277.266	6337.074	6396.851	6457.139	6517.909	6579.102	6640.456	6701.81	6763.192	6824.885	6887.249	6950.744	7015.666	7082.125	7149.855	7218.274	7286.579	7354.114	7420.643	7486.128	7550.386	7613.275	7674.677	7734.443	7792.474	7848.68	7902.983	7955.335	8005.724	8054.164	8100.747	8145.618	8188.899	8230.666	8270.972	8309.989	8347.892	8384.832	8420.928	8456.218	8490.822	8524.837	8558.353	8591.436	8624.131	8656.452	8688.38	8719.919	8751.11	8781.969	8812.494	8842.644	8872.416	8901.81	8930.884	8959.672	8988.241	9016.646	9044.954	9073.183	9101.382	9129.587	9157.833	9186.187	9214.729	9243.504	9272.624	9302.174
128	Qatar	2481.539	2553.736	2622.403	2687.706	2749.856	2809.127	2865.852	2920.441	2973.316	3024.931	3075.683	3125.814	3175.358	3224.104	3271.699	3317.862	3362.647	3406.185	3448.355	3488.994	3528.052	3565.477	3601.427	3636.362	3670.876	3705.421	3740.181	3775.082	3810.121	3845.143	3880.075	3914.919	3949.737	3984.467	4019.035	4053.378	4087.465	4121.281	4154.786	4187.935	4220.705	4253.067	4284.995	4316.467	4347.449	4377.924	4407.865	4437.286	4466.187	4494.599	4522.539	4550.013	4577.028	4603.589	4629.722	4655.454	4680.78	4705.713	4730.273	4754.454	4778.274	4801.738	4824.855	4847.63	4870.048	4892.097	4913.803	4935.186	4956.251	4977.046	4997.586	5017.901	5038.009	5057.955	5077.814	5097.614	5117.407	5137.202	5157.038	5176.923	5196.884	5216.942	5237.13	5257.49	5278.066	5298.907
129	Saudi Arabia	31557.144	32283.416	32993.542	33687.055	34363.863	35024.289	35669.084	36299.398	36916.681	37522.58	38118.517	38705.216	39282.357	39848.395	40401.031	40938.587	41461.264	41969.692	42463.224	42941.115	43403.225	43849.365	44280.923	44701.341	45115.168	45525.964	45934.974	46342.173	46748.165	47153.171	47557.255	47960.794	48363.772	48765.24	49163.805	49558.238	49948.166	50333.15	50711.914	51082.95	51445.041	51797.783	52140.994	52474.102	52796.566	53108.148	53408.838	53699.142	53980.044	54252.913	54519.028	54779.055	55033.77	55284.719	55533.713	55782.291	56031.317	56281.48	56533.854	56789.511	57049.302	57313.736	57583.057	57857.365	58136.599	58420.578	58709.321	59002.572	59299.552	59599.223	59900.663	60203.425	60507.141	60811.062	61114.403	61416.445	61716.69	62014.749	62310.369	62603.326	62893.403	63180.343	63463.869	63743.654	64019.363	64290.586
130	State of Palestine	4662.884	4795.771	4933.661	5075.923	5222.022	5371.519	5524.066	5679.386	5837.319	5997.725	6160.506	6325.512	6492.515	6661.145	6831.019	7001.855	7173.486	7345.968	7519.494	7694.391	7870.913	8049.103	8228.957	8410.638	8594.334	8780.186	8968.254	9158.537	9351.029	9545.728	9742.591	9941.586	10142.66	10345.693	10550.545	10757.06	10965.164	11174.751	11385.603	11597.47	11810.131	12023.482	12237.444	12451.933	12666.918	12882.333	13098.129	13314.238	13530.614	13747.21	13964.002	14180.939	14398.023	14615.291	14832.823	15050.702	15268.898	15487.384	15706.139	15925.124	16144.292	16363.636	16583.117	16802.7	17022.344	17241.997	17461.629	17681.179	17900.608	18119.882	18338.951	18557.752	18776.25	18994.354	19211.951	19428.976	19645.354	19861.027	20075.995	20290.217	20503.654	20716.277	20928.044	21138.892	21348.744	21557.554
131	Syrian Arab Republic	18734.987	18143.935	17926.489	18042.443	18447.116	19091.322	19920.85	20876.996	21898.234	22922.972	23897.799	24786.369	25577.089	26286.437	26949.598	27592.843	28214.097	28801.564	29362.09	29904.133	30434.437	30956.335	31470.854	31979.435	32482.688	32981.138	33476.469	33969.827	34460.41	34946.618	35427.395	35902.792	36373.583	36840.224	37303.382	37763.56	38220.903	38675.427	39127.434	39577.237	40025.014	40470.864	40914.725	41356.38	41795.564	42231.958	42665.489	43096.021	43523.182	43946.497	44365.611	44780.343	45190.593	45596.191	45996.998	46392.899	46783.805	47169.682	47550.645	47926.834	48298.391	48665.356	49027.772	49385.752	49739.393	50088.83	50434.155	50775.439	51112.832	51446.484	51776.527	52103.125	52426.379	52746.258	53062.692	53375.682	53685.355	53991.975	54295.839	54597.308	54896.721	55194.41	55490.651	55785.712	56079.807	56373.146
132	Turkey	78271.472	79943.579	81387.459	82629.02	83695.85	84617.212	85424.291	86149.968	86827.95	87491.454	88169.126	88880.715	89633.252	90419.431	91222.226	92028.445	92840.511	93663.348	94488.22	95303.677	96101.262	96877.48	97633.605	98371.824	99096.466	99810.868	100515.106	101208.323	101891.974	102567.821	103237.256	103900.723	104558.448	105211.35	105860.364	106505.995	107148.581	107787.523	108421.245	109047.539	109664.57	110271.838	110869.089	111455.159	112028.73	112588.889	113135.381	113668.318	114187.715	114693.762	115186.885	115667.413	116136.219	116595.028	117046.05	117491.213	117931.608	118368.163	118802.504	119236.381	119671.311	120108.188	120547.793	120991.274	121439.761	121894.081	122354.858	122822.145	123295.356	123773.494	124255.754	124741.981	125232.173	125725.81	126222.295	126721.116	127221.954	127724.591	128228.949	128734.951	129242.485	129751.439	130261.599	130772.747	131284.557	131796.686
133	United Arab Emirates	9154.302	9298.439	9443.121	9587.806	9732.176	9876.127	10019.822	10163.65	10308.176	10454.092	10601.984	10752.111	10904.195	11057.351	11210.304	11362.137	11512.467	11661.552	11809.785	11957.82	12106.125	12254.744	12403.399	12551.831	12699.697	12846.715	12992.799	13137.945	13281.968	13424.674	13565.937	13705.668	13843.867	13980.611	14116.03	14250.232	14383.241	14515.064	14645.753	14775.344	14903.908	15031.484	15158.122	15283.877	15408.824	15533.015	15656.512	15779.336	15901.524	16023.094	16144.068	16264.461	16384.324	16503.69	16622.638	16741.2	16859.402	16977.236	17094.699	17211.744	17328.348	17444.508	17560.236	17675.511	17790.331	17904.681	18018.567	18132	18244.98	18357.49	18469.548	18581.163	18692.364	18803.21	18913.743	19024.052	19134.162	19244.099	19353.907	19463.615	19573.257	19682.875	19792.516	19902.259	20012.168	20122.335
134	Yemen	26916.207	27611.069	28321.165	29043.683	29776.353	30517.469	31265.897	32021.083	32782.928	33551.684	34327.522	35110.085	35898.12	36689.316	37480.728	38270.215	39056.571	39840.022	40621.701	41403.51	42186.757	42971.514	43756.992	44542.675	45327.811	46111.747	46894.061	47674.537	48452.989	49229.293	50003.145	50774.183	51541.724	52304.761	53062.089	53812.66	54555.869	55291.257	56018.165	56735.943	57444.037	58142.03	58829.55	59506.202	60171.631	60825.565	61467.843	62098.46	62717.497	63325.161	63921.679	64507.197	65081.931	65646.327	66200.947	66746.31	67282.698	67810.416	68330.07	68842.358	69347.84	69846.841	70339.546	70826.06	71306.403	71780.607	72248.819	72711.145	73167.609	73618.128	74062.673	74501.282	74933.986	75360.721	75781.414	76196.001	76604.474	77006.863	77403.22	77793.595	78178.053	78556.614	78929.313	79296.152	79657.112	80012.165
135	EUROPE	740813.959	742452.573	744155.246	745884.248	747610.596	749314.044	750983.648	752616.902	754219.137	755800.877	757371.906	758934.269	760476.604	761971.595	763383.058	764686.846	765875.293	766961.643	767969.203	768932.248	769878.741	770818.547	771755.081	772701.886	773673.04	774680.745	775733.451	776838.45	778005.011	779242.205	780556.456	781952.336	783430.547	784988.715	786621.882	788325.026	790097.996	791938.842	793837.922	795783.275	797765.476	799782.471	801834.218	803916.725	806026.028	808160.526	810320.576	812510.422	814738.509	817015.751	819352.61	821754.482	824227.364	826782.776	829434.054	832192.667	835064.984	838056.174	841174.837	844429.667	847827.275	851371.057	855061.946	858900.511	862885.94	867016.312	871289.852	875702.671	880247.6	884915.321	889696.789	894586.241	899577.067	904657.542	909814.284	915035.628	920312.684	925638.812	931008.955	936418.457	941861.805	947332.938	952824.422	958327.531	963832.666	969328.883
136	Eastern Europe	293243.708	293211.338	293216.021	293238.338	293261.81	293272.935	293261.28	293219.43	293142.667	293028.645	292876.089	292683.621	292448.627	292166.707	291833.087	291446.565	291007.112	290522.578	290010.073	289492.323	288987.961	288504.704	288046.305	287622.515	287243.131	286915.803	286645.803	286435.698	286286.814	286198.738	286170.422	286201.961	286291.974	286435.351	286625.271	286855.223	287122.531	287423.674	287750.289	288092.699	288443.03	288798.478	289157.643	289516.485	289871.097	290219.499	290561.095	290898.67	291238.264	291588.235	291956.389	292346.25	292761.826	293212.088	293707.494	294256.781	294864.452	295533.558	296269.557	297077.691	297961.729	298923.561	299963.262	301079.948	302271.583	303535.437	304870.014	306272.125	307735.048	309250.338	310810.415	312411.13	314048.685	315716.019	317405.52	319110.721	320827.108	322551.575	324282.273	326017.821	327756.71	329497.359	331237.739	332975.453	334707.824	336431.781
137	Belarus	9485.772	9484.811	9486.028	9488.765	9492.441	9496.506	9500.515	9504.061	9506.822	9508.53	9508.964	9507.994	9505.532	9501.561	9496.12	9489.311	9481.162	9471.875	9461.997	9452.225	9443.163	9435.057	9428.023	9422.368	9418.397	9416.345	9416.368	9418.534	9422.872	9429.335	9437.894	9448.519	9461.15	9475.592	9491.565	9508.825	9527.278	9546.809	9567.154	9587.991	9609.088	9630.336	9651.709	9673.156	9694.651	9716.196	9737.793	9759.519	9781.566	9804.167	9827.535	9851.797	9877.052	9903.576	9931.692	9961.636	9993.549	10027.486	10063.584	10101.93	10142.59	10185.603	10230.961	10278.617	10328.481	10380.457	10434.487	10490.458	10548.208	10607.483	10668.088	10729.894	10792.794	10856.578	10921.048	10986.002	11051.347	11116.969	11182.852	11248.963	11315.268	11381.748	11448.358	11515.045	11581.756	11648.411
138	Bulgaria	7177.396	7137.022	7098.768	7062.092	7026.527	6991.663	6957.191	6922.887	6888.546	6854.086	6819.425	6784.441	6749.056	6713.086	6676.348	6638.751	6600.265	6561.019	6521.384	6481.894	6442.967	6404.755	6367.307	6330.8	6295.438	6261.344	6228.637	6197.372	6167.55	6139.145	6112.119	6086.461	6062.183	6039.213	6017.481	5996.908	5977.443	5959.04	5941.513	5924.686	5908.389	5892.581	5877.241	5862.277	5847.614	5833.217	5819.068	5805.213	5791.787	5778.967	5766.9	5755.669	5745.338	5736.077	5728.089	5721.553	5716.551	5713.125	5711.361	5711.316	5713.045	5716.568	5721.881	5728.985	5737.825	5748.366	5760.553	5774.32	5789.552	5806.114	5823.862	5842.707	5862.555	5883.213	5904.474	5926.159	5948.146	5970.353	5992.734	6015.239	6037.831	6060.44	6082.992	6105.394	6127.521	6149.258
139	Czechia	10603.762	10623.911	10646.398	10670.247	10694.637	10718.841	10742.308	10764.607	10785.455	10804.632	10822.032	10837.499	10850.889	10861.946	10870.453	10876.31	10879.477	10880.266	10879.46	10878.109	10877.062	10876.648	10876.979	10878.41	10881.261	10885.781	10892.184	10900.563	10910.959	10923.331	10937.622	10953.813	10971.814	10991.447	11012.466	11034.599	11057.744	11081.715	11106.089	11130.377	11154.185	11177.382	11199.897	11221.508	11241.987	11261.211	11279.151	11295.964	11311.94	11327.513	11343.062	11358.775	11374.878	11391.887	11410.417	11430.985	11453.837	11479.141	11507.183	11538.217	11572.431	11609.958	11650.825	11695.008	11742.397	11792.879	11846.397	11902.845	11961.965	12023.443	12086.967	12152.376	12219.514	12288.107	12357.893	12428.6	12500.051	12572.087	12644.587	12717.439	12790.537	12863.76	12936.986	13010.056	13082.83	13155.132
140	Hungary	9783.925	9762.957	9744.647	9728.267	9713.209	9699.003	9685.335	9672.013	9658.973	9646.227	9633.798	9621.581	9609.296	9596.449	9582.399	9566.698	9549.167	9529.948	9509.256	9487.495	9464.993	9441.866	9418.198	9394.226	9370.258	9346.544	9323.255	9300.552	9278.723	9258.054	9238.793	9221.057	9204.907	9190.455	9177.795	9166.952	9157.983	9150.808	9145.232	9140.981	9137.819	9135.67	9134.449	9133.947	9133.892	9134.081	9134.444	9134.963	9135.601	9136.372	9137.297	9138.361	9139.638	9141.312	9143.64	9146.835	9151.001	9156.17	9162.512	9170.163	9179.225	9189.797	9201.925	9215.652	9231.017	9248.038	9266.735	9287.101	9309.112	9332.719	9357.866	9384.51	9412.605	9442.074	9472.811	9504.736	9537.758	9571.768	9606.652	9642.328	9678.634	9715.472	9752.688	9790.119	9827.604	9864.97
141	Poland	38265.226	38269.102	38273.979	38277.697	38278.535	38275.229	38266.969	38253.403	38234.541	38210.718	38182.203	38148.993	38110.451	38065.235	38011.608	37948.424	37875.344	37793.042	37702.77	37606.32	37505.202	37400.061	37291.209	37179.45	37065.634	36950.564	36834.823	36719.024	36604.064	36490.894	36380.266	36272.556	36167.97	36066.837	35969.397	35875.747	35785.942	35699.76	35616.562	35535.508	35455.833	35377.311	35299.613	35221.722	35142.404	35060.727	34976.407	34889.549	34800.121	34708.278	34614.302	34518.343	34420.839	34322.625	34224.773	34128.284	34033.72	33941.716	33853.44	33770.245	33693.249	33623.089	33560.199	33505.231	33458.811	33421.392	33393.272	33374.53	33365.072	33364.603	33372.844	33389.666	33414.809	33447.642	33487.375	33533.298	33584.837	33641.6	33703.226	33769.344	33839.523	33913.208	33989.712	34068.245	34147.876	34227.566
142	Republic of Moldova	4065.98	4063.979	4062.51	4061.241	4059.854	4058.141	4055.909	4053.036	4049.474	4045.212	4040.212	4034.448	4027.83	4020.177	4011.295	4001.087	3989.487	3976.59	3962.597	3947.793	3932.412	3916.533	3900.221	3883.637	3866.965	3850.359	3833.912	3817.666	3801.693	3786.048	3770.744	3755.83	3741.304	3727.142	3713.313	3699.76	3686.47	3673.409	3660.492	3647.615	3634.67	3621.642	3608.505	3595.189	3581.601	3567.709	3553.483	3538.955	3524.19	3509.242	3494.191	3479.097	3464.015	3449.05	3434.336	3419.98	3406.062	3392.653	3379.902	3367.982	3357.018	3347.067	3338.184	3330.392	3323.733	3318.211	3313.848	3310.628	3308.503	3307.41	3307.264	3308.031	3309.666	3312.091	3315.19	3318.876	3323.084	3327.741	3332.819	3338.254	3343.998	3349.991	3356.164	3362.425	3368.687	3374.84
143	Romania	19876.621	19795.545	19722.696	19656.533	19595.755	19539.296	19486.329	19436.313	19388.885	19343.834	19300.98	19259.989	19220.208	19180.65	19140.132	19097.793	19053.166	19006.371	18957.814	18908.25	18858.25	18807.976	18757.379	18706.604	18655.797	18605.108	18554.706	18504.846	18455.943	18408.509	18362.944	18319.402	18277.968	18238.835	18202.209	18168.184	18136.871	18108.199	18081.789	18057.176	18033.954	18012.046	17991.475	17972.027	17953.469	17935.68	17918.606	17902.34	17887.109	17873.201	17860.913	17850.336	17841.599	17835.029	17830.998	17829.817	17831.663	17836.642	17844.826	17856.321	17871.178	17889.436	17911.152	17936.4	17965.268	17997.779	18033.919	18073.586	18116.572	18162.61	18211.457	18262.954	18316.98	18373.36	18431.92	18492.463	18554.815	18618.763	18684.117	18750.674	18818.206	18886.522	18955.385	19024.575	19093.875	19163.031
144	Russian Federation	143888.004	144132.501	144378.574	144617.699	144842.776	145048.066	145229.25	145383.393	145508.87	145605.203	145672.578	145711.435	145721.964	145704.012	145657.503	145584.02	145484.913	145365.473	145236.377	145111.217	145001.218	144911.206	144843.877	144805.624	144802.834	144840.329	144921.178	145046.242	145214.884	145424.992	145674.293	145962.258	146287.473	146645.298	147029.803	147435.758	147860.846	148302.849	148756.77	149217.02	149679.212	150141.584	150603.512	151063.502	151520.489	151974.345	152425.01	152874.363	153326.786	153788.153	154263.726	154755.855	155266.77	155801.533	156365.833	156964.374	157599.495	158272.663	158986.342	159742.752	160543.289	161388.501	162277.779	163209.623	164181.697	165191.421	166237.364	167317.156	168425.978	169557.991	170708.079	171873.491	173051.934	174239.267	175431.148	176624.028	177815.53	179004.283	180189.673	181371.505	182549.669	183724.096	184894.621	186061.021	187223.022	188380.273
145	Slovakia	5439.318	5449.278	5460.797	5473.306	5486.27	5499.277	5512.002	5524.184	5535.624	5546.213	5555.847	5564.407	5571.727	5577.551	5581.64	5583.799	5583.97	5582.264	5578.949	5574.41	5568.971	5562.78	5555.925	5548.634	5541.177	5533.776	5526.569	5519.676	5513.255	5507.449	5502.403	5498.168	5494.771	5492.223	5490.525	5489.627	5489.539	5490.177	5491.389	5492.948	5494.655	5496.475	5498.319	5500.035	5501.424	5502.329	5502.723	5502.62	5502.046	5501.062	5499.774	5498.198	5496.429	5494.652	5493.1	5491.979	5491.404	5491.474	5492.376	5494.322	5497.496	5501.977	5507.833	5515.132	5523.956	5534.329	5546.286	5559.799	5574.781	5591.119	5608.685	5627.431	5647.285	5668.104	5689.707	5711.966	5734.76	5757.994	5781.605	5805.533	5829.692	5853.989	5878.321	5902.565	5926.566	5950.175
146	Ukraine	44657.704	44492.232	44341.624	44202.491	44071.806	43946.913	43825.472	43705.533	43585.477	43463.99	43340.05	43212.834	43081.674	42946.04	42805.589	42660.372	42510.161	42355.73	42199.469	42044.61	41893.723	41747.822	41607.187	41472.762	41345.37	41225.653	41114.171	41011.223	40916.871	40830.981	40753.344	40683.897	40622.434	40568.309	40520.717	40478.863	40442.415	40410.908	40383.299	40358.397	40335.225	40313.451	40292.923	40273.122	40253.566	40234.004	40214.41	40195.184	40177.118	40161.28	40148.689	40139.819	40135.268	40136.347	40144.616	40161.338	40187.17	40222.488	40268.031	40324.443	40392.208	40471.565	40562.523	40664.908	40778.398	40902.565	41037.153	41181.702	41335.305	41496.846	41665.303	41840.07	42020.543	42205.583	42393.954	42584.593	42776.78	42970.017	43164.008	43358.542	43553.352	43748.133	43942.512	44136.008	44328.087	44518.125
147	Northern Europe	103097.292	103766.357	104469.057	105197.061	105943.436	106702.522	107470.11	108243.241	109020.232	109800.217	110582.569	111365.918	112147.423	112922.526	113685.878	114433.768	115164.572	115879.671	116582.567	117278.482	117971.799	118663.935	119355.547	120049.226	120747.879	121454.006	122168.892	122893.767	123630.734	124382.039	125149.123	125932.936	126733.151	127548.501	128376.972	129216.711	130067.358	130928.552	131798.06	132673.36	133552.424	134434.477	135319.477	136207.077	137097.288	137990.237	138885.861	139784.387	140687.123	141595.589	142511.269	143434.694	144366.424	145307.504	146259.096	147222.153	148197.343	149185.123	150186.013	151200.438	152228.747	153271.233	154328.082	155399.368	156485.04	157585.011	158699.23	159827.483	160969.491	162124.816	163293.036	164473.755	165666.523	166870.773	168085.836	169311.056	170545.784	171789.336	173041.096	174300.365	175566.328	176838.207	178115.2	179396.271	180680.521	181966.846
148	Channel Islands	163.758	164.714	165.705	166.733	167.787	168.858	169.946	171.035	172.149	173.256	174.384	175.524	176.667	177.791	178.91	180.002	181.069	182.108	183.114	184.104	185.063	186.002	186.913	187.806	188.685	189.54	190.374	191.197	192.011	192.832	193.645	194.471	195.303	196.138	196.982	197.837	198.694	199.568	200.444	201.339	202.239	203.156	204.091	205.03	205.975	206.94	207.905	208.882	209.864	210.849	211.849	212.853	213.864	214.889	215.916	216.959	218.014	219.079	220.158	221.26	222.371	223.503	224.661	225.823	227.02	228.24	229.471	230.731	232.009	233.311	234.626	235.962	237.316	238.685	240.058	241.449	242.849	244.252	245.659	247.079	248.502	249.921	251.351	252.775	254.197	255.618
149	Denmark	5688.695	5713.94	5742.224	5772.987	5805.75	5840.136	5875.87	5912.783	5950.787	5989.837	6029.907	6070.868	6112.436	6154.14	6195.432	6235.872	6275.266	6313.634	6350.993	6387.475	6423.18	6458.141	6492.371	6525.991	6559.157	6592.036	6624.73	6657.352	6690.206	6723.646	6757.947	6793.243	6829.59	6867.126	6905.936	6946.101	6987.67	7030.661	7074.987	7120.534	7167.187	7214.901	7263.644	7313.311	7363.779	7414.929	7466.715	7519.069	7571.885	7625.058	7678.504	7732.161	7786.026	7840.076	7894.361	7948.869	8003.616	8058.59	8113.87	8169.524	8225.625	8282.194	8339.249	8396.844	8455.006	8513.786	8573.214	8633.292	8694.004	8755.311	8817.181	8879.621	8942.63	9006.235	9070.457	9135.327	9200.833	9266.927	9333.569	9400.702	9468.257	9536.179	9604.428	9672.947	9741.729	9810.71
150	Estonia	1315.321	1314.242	1313.336	1312.536	1311.791	1311.042	1310.239	1309.351	1308.325	1307.137	1305.757	1304.17	1302.382	1300.395	1298.232	1295.925	1293.475	1290.891	1288.261	1285.668	1283.187	1280.84	1278.647	1276.594	1274.697	1272.949	1271.362	1269.937	1268.668	1267.538	1266.525	1265.63	1264.856	1264.181	1263.623	1263.156	1262.774	1262.48	1262.255	1262.071	1261.903	1261.763	1261.635	1261.513	1261.377	1261.235	1261.076	1260.913	1260.759	1260.642	1260.592	1260.604	1260.715	1260.93	1261.29	1261.82	1262.534	1263.439	1264.57	1265.934	1267.552	1269.447	1271.608	1274.046	1276.767	1279.758	1283.032	1286.565	1290.375	1294.434	1298.725	1303.248	1307.978	1312.916	1318.025	1323.285	1328.683	1334.197	1339.813	1345.512	1351.268	1357.067	1362.877	1368.69	1374.455	1380.16
151	Faeroe Islands	48.965	49.184	49.427	49.679	49.942	50.222	50.522	50.822	51.14	51.469	51.822	52.182	52.557	52.948	53.341	53.734	54.129	54.518	54.897	55.285	55.653	56.017	56.369	56.715	57.05	57.373	57.697	58.013	58.32	58.629	58.933	59.236	59.532	59.835	60.157	60.462	60.789	61.116	61.465	61.817	62.175	62.546	62.932	63.321	63.725	64.139	64.556	64.981	65.418	65.86	66.311	66.755	67.209	67.671	68.133	68.6	69.064	69.534	70.011	70.478	70.959	71.433	71.909	72.386	72.873	73.353	73.847	74.329	74.827	75.312	75.811	76.311	76.812	77.307	77.812	78.318	78.824	79.329	79.836	80.338	80.844	81.354	81.864	82.374	82.879	83.397
152	Finland	5481.966	5506.905	5533.859	5562.32	5591.865	5622.151	5652.918	5683.988	5715.247	5746.637	5778.114	5809.579	5840.835	5871.574	5901.451	5930.187	5957.683	5984.008	6009.294	6033.734	6057.543	6080.771	6103.526	6126	6148.476	6171.175	6194.224	6217.744	6241.967	6267.178	6293.544	6321.213	6350.193	6380.502	6412.093	6444.922	6478.991	6514.302	6550.749	6588.205	6626.569	6665.761	6705.754	6746.451	6787.732	6829.496	6871.704	6914.302	6957.259	7000.513	7044.028	7087.787	7131.775	7176.007	7220.489	7265.25	7310.291	7355.639	7401.345	7447.474	7494.084	7541.191	7588.829	7637.057	7685.955	7735.592	7785.989	7837.135	7889.002	7941.537	7994.723	8048.527	8102.94	8157.922	8213.423	8269.406	8325.834	8382.69	8439.945	8497.605	8555.636	8614.019	8672.733	8731.738	8790.993	8850.459
153	Iceland	330.243	333.254	336.373	339.565	342.818	346.098	349.409	352.723	356.042	359.372	362.692	366.012	369.316	372.57	375.776	378.903	381.934	384.885	387.752	390.547	393.273	395.947	398.551	401.097	403.599	406.054	408.481	410.874	413.241	415.596	417.943	420.288	422.636	425	427.358	429.74	432.134	434.543	436.965	439.405	441.865	444.337	446.829	449.323	451.832	454.331	456.841	459.341	461.841	464.335	466.812	469.273	471.718	474.162	476.589	479.015	481.439	483.861	486.284	488.716	491.149	493.596	496.051	498.523	501.007	503.509	506.054	508.61	511.187	513.805	516.447	519.117	521.815	524.538	527.294	530.089	532.899	535.746	538.618	541.516	544.437	547.368	550.326	553.296	556.276	559.265
