Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
134	Yemen	26916.207	27584.213	28250.42	28915.284	29579.986	30245.305	30910.815	31575.533	32239.043	32900.886	33560.644	34218.019	34872.702	35524.173	36171.853	36815.286	37453.909	38087.508	38716.41	39341.197	39962.096	40578.956	41191.012	41797.181	42396.011	42986.334	43567.4	44138.834	44700.165	45251.062	45791.086	46319.75	46836.33	47339.907	47829.434	48304.04	48763.178	49206.527	49633.685	50044.35	50438.268	50815.2	51174.963	51517.443	51842.58	52150.388	52440.86	52714.126	52970.461	53210.273	53433.907	53641.657	53833.738	54010.552	54172.526	54320.079	54453.507	54573.156	54679.512	54773.118	54854.45	54923.857	54981.579	55027.781	55062.583	55086.108	55098.596	55100.322	55091.474	55072.245	55042.834	55003.445	54954.326	54895.681	54827.735	54750.72	54664.86	54570.404	54467.604	54356.697	54237.944	54111.61	53977.952	53837.228	53689.711	53535.658
135	EUROPE	740813.959	741447.158	742073.853	742648.01	743102.6	743390.045	743496.123	743438.071	743238.044	742931.108	742543.943	742084.455	741547.811	740933.049	740236.038	739455.618	738594.649	737662.133	736669.558	735631.399	734559.259	733458.059	732329.79	731178.888	730009.261	728823.373	727623.603	726409.818	725178.432	723923.916	722641.296	721330.282	719989.731	718613.112	717192.185	715721.014	714198.65	712626.791	711006.293	709338.97	707627.727	705874.906	704084.68	702264.549	700423.794	698571.108	696711.606	694850.97	692999.221	691167.491	689365.386	687598.853	685871.998	684189.718	682556.372	680975.519	679450.314	677982.921	676574.419	675224.838	673934.026	672702.079	671528.585	670411.475	669348.21	668335.805	667372.242	666454.873	665580.428	664744.995	663944.66	663176.207	662435.839	661718.307	661017.709	660328.638	659646.778	658968.455	658290.526	657609.954	656923.489	656227.522	655517.997	654790.448	654039.965	653261.252
136	Eastern Europe	293243.708	292885.221	292454.364	291953.328	291391.709	290776.392	290104.935	289371.292	288575.23	287717.326	286798.893	285821.964	284789.809	283706.998	282579.247	281412.548	280210.396	278978.361	277726.916	276468.587	275213.665	273967.047	272731.577	271512.642	270315.232	269142.879	267998.248	266881.356	265789.155	264716.587	263659.144	262615.59	261584.761	260561.959	259541.644	258519.068	257492.117	256459.273	255417.72	254364.677	253298.139	252217.463	251122.735	250013.783	248890.885	247755.09	246607.318	245450.13	244288.254	243127.701	241973.917	240829.831	239698.274	238584.248	237493.383	236430.378	235398.041	234398.503	233434.721	232509.447	231624.795	230781.79	229980.626	229221.072	228502.268	227822.868	227182.044	226577.97	226006.963	225464.434	224946.15	224449.649	223972.497	223510.424	223058.681	222613.166	222170.87	221729.62	221287.793	220844.097	220397.038	219945.031	219486.094	219018.068	218538.454	218044.517
137	Belarus	9485.772	9480.042	9468.338	9452.113	9433.874	9415.431	9397.05	9377.93	9357.681	9335.64	9311.38	9284.893	9256.512	9226.508	9195.266	9163.118	9130.206	9096.649	9062.76	9028.926	8995.426	8962.43	8930.01	8898.297	8867.377	8837.337	8808.218	8780.024	8752.613	8725.793	8699.407	8673.379	8647.68	8622.15	8596.611	8570.898	8544.963	8518.766	8492.247	8465.358	8438.076	8410.386	8382.316	8353.916	8325.295	8296.549	8267.719	8238.874	8210.118	8181.588	8153.4	8125.627	8098.349	8071.646	8045.662	8020.485	7996.166	7972.771	7950.305	7928.786	7908.253	7888.687	7870.107	7852.509	7835.884	7820.208	7805.45	7791.577	7778.517	7766.185	7754.505	7743.421	7732.864	7722.738	7712.938	7703.356	7693.915	7684.553	7675.213	7665.835	7656.366	7646.753	7636.906	7626.752	7616.19	7605.14
138	Bulgaria	7177.396	7131.494	7084.571	7036.848	6988.739	6940.527	6892.21	6843.583	6794.495	6744.76	6694.229	6642.909	6590.868	6538.137	6484.77	6430.847	6376.395	6321.526	6266.489	6211.611	6157.135	6103.183	6049.788	5997.076	5945.164	5894.132	5844.039	5794.882	5746.569	5698.961	5651.925	5605.435	5559.473	5513.95	5468.779	5423.867	5379.183	5334.697	5290.342	5246.053	5201.794	5157.553	5113.351	5069.191	5025.108	4981.147	4937.332	4893.731	4850.462	4807.686	4765.543	4724.106	4683.418	4643.597	4604.764	4567.025	4530.423	4495	4460.763	4427.726	4395.878	4365.232	4335.773	4307.482	4280.322	4254.229	4229.196	4205.142	4182.009	4159.72	4138.177	4117.321	4097.078	4077.344	4057.958	4038.814	4019.828	4000.953	3982.155	3963.418	3944.705	3925.994	3907.228	3888.357	3869.301	3849.979
139	Czechia	10603.762	10610.947	10618.303	10625.25	10630.589	10633.424	10633.85	10632.288	10628.469	10622.091	10612.937	10601.013	10586.452	10569.339	10549.862	10528.196	10504.439	10478.832	10451.919	10424.374	10396.773	10369.331	10342.163	10315.532	10289.698	10264.847	10241.094	10218.417	10196.684	10175.66	10155.117	10134.98	10115.144	10095.316	10075.141	10054.302	10032.67	10010.124	9986.446	9961.394	9934.787	9906.573	9876.757	9845.284	9812.157	9777.427	9741.143	9703.469	9664.71	9625.258	9585.48	9545.559	9505.687	9466.256	9427.714	9390.433	9354.597	9320.34	9287.827	9257.182	9228.51	9201.891	9177.321	9154.745	9134.004	9114.984	9097.62	9081.844	9067.448	9054.195	9041.877	9030.377	9019.556	9009.323	8999.519	8990.017	8980.714	8971.508	8962.319	8953.051	8943.642	8934.029	8924.124	8913.885	8903.25	8892.165
140	Hungary	9783.925	9753.281	9721.559	9688.847	9655.361	9621.254	9586.483	9550.949	9514.618	9477.472	9439.465	9400.611	9360.911	9320.24	9278.442	9235.459	9191.264	9145.936	9099.592	9052.386	9004.466	8955.891	8906.747	8857.218	8807.516	8757.846	8708.275	8658.883	8609.776	8561.05	8512.785	8465.027	8417.791	8371.044	8324.701	8278.7	8233.042	8187.692	8142.534	8097.419	8052.238	8006.955	7961.554	7916.018	7870.266	7824.309	7778.138	7731.796	7685.36	7638.895	7592.536	7546.301	7500.26	7454.578	7409.457	7365.054	7321.434	7278.634	7236.692	7195.646	7155.511	7116.318	7078.083	7040.752	7004.285	6968.617	6933.737	6899.64	6866.284	6833.61	6801.586	6770.17	6739.357	6709.14	6679.543	6650.545	6622.15	6594.329	6567.021	6540.217	6513.862	6487.923	6462.387	6437.239	6412.459	6388.053
141	Poland	38265.226	38224.41	38170.712	38104.832	38028.278	37942.231	37846.622	37741.149	37626.511	37503.622	37373.183	37235.687	37091.264	36939.878	36781.302	36615.5	36442.679	36263.294	36077.912	35887.209	35691.755	35491.908	35287.927	35080.155	34868.933	34654.579	34437.37	34217.572	33995.422	33771.128	33544.891	33316.869	33087.215	32856.085	32623.659	32390.037	32155.272	31919.359	31682.258	31443.923	31204.241	30963.269	30720.9	30476.717	30230.181	29980.897	29728.822	29474.122	29216.832	28957.027	28694.887	28430.597	28164.492	27897.039	27628.826	27360.434	27092.268	26824.801	26558.852	26295.367	26035.142	25778.676	25526.331	25278.682	25036.274	24799.549	24568.802	24344.225	24125.959	23914.085	23708.615	23509.581	23316.915	23130.324	22949.407	22773.788	22603.168	22437.296	22275.957	22118.883	21965.753	21816.159	21669.608	21525.515	21383.199	21241.891
142	Republic of Moldova	4065.98	4059.608	4051.212	4041.065	4029.75	4017.687	4004.831	3990.975	3976.113	3960.231	3943.322	3925.425	3906.558	3886.699	3865.826	3843.941	3821.048	3797.215	3772.545	3747.153	3721.155	3694.587	3667.485	3639.965	3612.109	3583.993	3555.671	3527.159	3498.478	3469.631	3440.601	3411.422	3382.098	3352.614	3322.975	3293.157	3263.163	3232.986	3202.613	3171.997	3141.13	3110.009	3078.637	3046.995	3015.058	2982.826	2950.299	2917.506	2884.496	2851.31	2817.998	2784.597	2751.171	2717.781	2684.48	2651.343	2618.416	2585.788	2553.542	2521.82	2490.736	2460.342	2430.67	2401.777	2373.711	2346.499	2320.184	2294.753	2270.215	2246.527	2223.664	2201.621	2180.367	2159.859	2140.025	2120.821	2102.185	2084.095	2066.494	2049.345	2032.614	2016.242	2000.158	1984.301	1968.582	1952.909
143	Romania	19876.621	19778.083	19679.306	19580.634	19483.36	19388.362	19295.077	19202.464	19110.317	19018.547	18926.996	18835.515	18743.871	18651.688	18558.574	18464.237	18368.469	18271.307	18172.918	18073.615	17973.608	17872.963	17771.618	17669.546	17566.716	17463.11	17358.762	17253.717	17148.066	17041.905	16935.314	16828.318	16720.961	16613.296	16505.407	16397.352	16289.201	16180.961	16072.568	15963.883	15854.854	15745.507	15635.975	15526.333	15416.689	15307.163	15197.862	15088.915	14980.594	14873.258	14767.159	14662.452	14559.218	14457.637	14357.904	14260.15	14164.485	14070.928	13979.422	13889.809	13802.005	13715.982	13631.755	13549.315	13468.67	13389.792	13312.659	13237.221	13163.362	13090.952	13019.887	12950.077	12881.498	12814.147	12748.034	12683.171	12619.503	12556.932	12495.344	12434.611	12374.601	12315.227	12256.384	12198.001	12140.024	12082.408
144	Russian Federation	143888.004	143964.513	143989.754	143964.709	143895.551	143786.842	143636.809	143441.868	143203.543	142924.318	142606.884	142253.253	141865.848	141448.648	141006.283	140543.418	140063.004	139568.954	139068.117	138568.415	138076.421	137595.314	137127.167	136675.777	136244.744	135836.501	135452.781	135093.229	134755.179	134434.475	134127.418	133832.896	133549.865	133274.604	133002.701	132730.511	132456.243	132178.832	131896.341	131607.009	131309.575	131003.447	130688.619	130365.288	130034.067	129695.944	129351.438	129002.056	128650.889	128301.879	127958.458	127622.399	127295.139	126979.361	126677.912	126393.174	126126.522	125878.938	125651.78	125446.273	125263.18	125102.735	124964.616	124848.126	124752.153	124675.359	124616.844	124575.121	124547.354	124530.13	124520.369	124516.311	124516.371	124517.734	124517.397	124512.823	124502.231	124484.472	124458.82	124424.817	124381.965	124329.745	124267.507	124194.491	124109.848	124012.605
145	Slovakia	5439.318	5444.218	5447.662	5449.816	5450.987	5451.4	5451.033	5449.675	5447.152	5443.264	5437.85	5430.883	5422.382	5412.314	5400.672	5387.458	5372.681	5356.439	5338.865	5320.187	5300.586	5280.148	5258.947	5237.153	5214.964	5192.521	5169.928	5147.229	5124.461	5101.655	5078.835	5056.022	5033.234	5010.43	4987.554	4964.542	4941.406	4918.094	4894.549	4870.686	4846.431	4821.771	4796.686	4771.122	4745.024	4718.343	4691.096	4663.307	4635.031	4606.346	4577.326	4548.016	4518.496	4488.877	4459.329	4429.95	4400.848	4372.069	4343.752	4316.011	4288.963	4262.656	4237.141	4212.447	4188.629	4165.691	4143.666	4122.538	4102.256	4082.761	4063.989	4045.908	4028.487	4011.649	3995.323	3979.425	3963.909	3948.715	3933.811	3919.171	3904.738	3890.468	3876.316	3862.195	3848.052	3833.804
146	Ukraine	44657.704	44438.625	44222.947	44009.214	43795.22	43579.234	43360.97	43140.411	42916.331	42687.381	42452.647	42211.775	41965.143	41713.547	41458.25	41200.374	40940.211	40678.209	40415.799	40154.711	39896.34	39641.292	39389.725	39141.923	38898.011	38658.013	38422.11	38190.244	37961.907	37736.329	37512.851	37291.242	37071.3	36852.47	36634.116	36415.702	36196.974	35977.762	35757.822	35536.955	35315.013	35091.993	34867.94	34642.919	34417.04	34190.485	33963.469	33736.354	33509.762	33284.454	33061.13	32840.177	32622.044	32407.476	32197.335	31992.33	31792.882	31599.234	31411.786	31230.827	31056.617	30889.271	30728.829	30575.237	30428.336	30287.94	30153.886	30025.909	29903.559	29786.269	29673.481	29564.862	29460.004	29358.166	29258.537	29160.406	29063.267	28966.767	28870.659	28774.749	28678.792	28582.491	28485.476	28387.332	28287.549	28185.563
147	Northern Europe	103097.292	103642.971	104199.623	104761.581	105318.639	105863.133	106394.689	106916.051	107426.178	107924.18	108409.349	108881.313	109339.9	109784.929	110216.356	110634.534	111039.391	111431.71	111813.27	112186.397	112553.105	112914.047	113269.603	113620.732	113968.451	114313.456	114656.058	114996.301	115333.982	115668.851	116000.345	116328.589	116652.976	116971.667	117282.266	117582.879	117873.069	118152.982	118422.264	118680.72	118928.374	119165.205	119391.744	119609.518	119820.613	120026.67	120228.332	120426.029	120621.172	120815.211	121009.269	121203.979	121399.382	121595.312	121791.263	121986.794	122181.919	122376.502	122569.73	122760.477	122947.877	123131.645	123311.712	123487.755	123659.502	123826.818	123989.526	124147.694	124301.764	124452.434	124600.2	124745.124	124887.177	125026.882	125164.852	125301.453	125436.696	125570.266	125701.736	125830.437	125955.813	126077.219	126194.162	126306.162	126412.779	126513.597
148	Channel Islands	163.758	164.541	165.314	166.083	166.828	167.578	168.304	169.015	169.724	170.412	171.08	171.738	172.376	173.007	173.606	174.184	174.741	175.274	175.791	176.286	176.743	177.177	177.593	177.974	178.324	178.654	178.945	179.225	179.477	179.702	179.906	180.094	180.262	180.408	180.529	180.634	180.711	180.769	180.811	180.837	180.851	180.861	180.862	180.865	180.853	180.842	180.828	180.812	180.793	180.786	180.766	180.752	180.741	180.724	180.718	180.707	180.706	180.696	180.684	180.677	180.66	180.652	180.635	180.623	180.601	180.581	180.563	180.537	180.513	180.483	180.452	180.42	180.383	180.35	180.308	180.258	180.212	180.16	180.103	180.035	179.969	179.894	179.813	179.737	179.648	179.55
149	Denmark	5688.695	5711.87	5733.551	5754.356	5775.224	5796.8	5819.262	5842.422	5866.015	5889.673	5913.085	5936.212	5959.089	5981.545	6003.398	6024.516	6044.817	6064.297	6082.947	6100.784	6117.85	6134.128	6149.657	6164.478	6178.666	6192.283	6205.391	6218.025	6230.305	6242.385	6254.378	6266.36	6278.35	6290.362	6302.373	6314.402	6326.476	6338.616	6350.814	6363.059	6375.329	6387.63	6399.976	6412.389	6424.944	6437.647	6450.51	6463.515	6476.637	6489.848	6503.115	6516.418	6529.725	6543.013	6556.236	6569.355	6582.342	6595.147	6607.744	6620.07	6632.079	6643.753	6655.056	6665.953	6676.385	6686.353	6695.817	6704.801	6713.279	6721.238	6728.684	6735.63	6742.093	6748.196	6754.064	6759.801	6765.474	6771.085	6776.645	6782.125	6787.536	6792.894	6798.233	6803.62	6809.146	6814.919
150	Estonia	1315.321	1312.442	1309.632	1306.788	1303.798	1300.559	1297.038	1293.233	1289.139	1284.758	1280.134	1275.23	1270.08	1264.718	1259.199	1253.59	1247.907	1242.16	1236.396	1230.662	1225.001	1219.434	1213.952	1208.55	1203.224	1197.944	1192.713	1187.539	1182.371	1177.191	1171.949	1166.655	1161.291	1155.854	1150.337	1144.747	1139.057	1133.283	1127.422	1121.474	1115.451	1109.354	1103.177	1096.946	1090.654	1084.309	1077.928	1071.509	1065.082	1058.661	1052.261	1045.889	1039.568	1033.297	1027.095	1020.969	1014.935	1008.992	1003.157	997.439	991.838	986.37	981.04	975.843	970.786	965.871	961.105	956.476	951.982	947.647	943.45	939.392	935.462	931.661	927.96	924.38	920.873	917.439	914.077	910.758	907.471	904.194	900.908	897.589	894.218	890.759
151	Faeroe Islands	48.965	49.117	49.29	49.489	49.692	49.896	50.103	50.304	50.507	50.715	50.932	51.151	51.383	51.608	51.841	52.067	52.296	52.525	52.745	52.964	53.166	53.361	53.542	53.715	53.881	54.026	54.169	54.298	54.416	54.53	54.631	54.722	54.802	54.879	54.961	55.022	55.091	55.15	55.223	55.286	55.353	55.424	55.493	55.564	55.642	55.72	55.805	55.883	55.969	56.059	56.152	56.24	56.334	56.419	56.514	56.602	56.692	56.777	56.86	56.944	57.015	57.085	57.161	57.221	57.283	57.323	57.374	57.41	57.449	57.471	57.494	57.512	57.522	57.523	57.521	57.52	57.502	57.484	57.457	57.426	57.393	57.355	57.31	57.269	57.226	57.189
152	Finland	5481.966	5503.132	5523.231	5542.517	5561.389	5580.127	5598.77	5617.163	5635.162	5652.535	5669.119	5684.877	5699.824	5713.891	5726.992	5739.095	5750.172	5760.268	5769.43	5777.716	5785.214	5791.952	5798.018	5803.536	5808.657	5813.529	5818.217	5822.791	5827.357	5832.073	5837.028	5842.305	5847.919	5853.826	5859.994	5866.35	5872.906	5879.682	5886.658	5893.822	5901.156	5908.636	5916.254	5924.009	5931.886	5939.874	5947.958	5956.108	5964.293	5972.455	5980.556	5988.586	5996.497	6004.264	6011.795	6019.077	6026.06	6032.751	6039.138	6045.197	6050.929	6056.331	6061.402	6066.192	6070.762	6075.168	6079.421	6083.529	6087.5	6091.327	6095.031	6098.608	6102.07	6105.43	6108.7	6111.888	6114.998	6118.017	6120.952	6123.798	6126.553	6129.189	6131.718	6134.132	6136.42	6138.57
153	Iceland	330.243	332.474	335.025	337.78	340.566	343.228	345.764	348.218	350.597	352.91	355.184	357.41	359.573	361.662	363.692	365.646	367.521	369.325	371.06	372.716	374.297	375.809	377.255	378.616	379.919	381.151	382.312	383.42	384.454	385.432	386.349	387.201	388.002	388.747	389.435	390.071	390.65	391.186	391.672	392.121	392.533	392.911	393.259	393.569	393.859	394.122	394.366	394.573	394.768	394.93	395.057	395.161	395.225	395.273	395.275	395.253	395.193	395.115	394.999	394.842	394.662	394.441	394.18	393.884	393.559	393.195	392.816	392.4	391.956	391.492	391.009	390.508	389.988	389.453	388.907	388.356	387.807	387.248	386.69	386.122	385.556	384.975	384.398	383.809	383.224	382.627
154	Ireland	4700.107	4726.078	4761.657	4803.748	4847.139	4887.992	4925.839	4962.074	4996.848	5030.66	5063.876	5096.36	5127.897	5158.765	5189.347	5219.951	5250.643	5281.387	5312.233	5343.214	5374.338	5405.605	5436.991	5468.386	5499.612	5530.561	5561.138	5591.291	5620.861	5649.704	5677.669	5704.685	5730.697	5755.571	5779.177	5801.399	5822.213	5841.638	5859.723	5876.551	5892.221	5906.773	5920.26	5932.808	5944.576	5955.712	5966.287	5976.402	5986.146	5995.627	6004.954	6014.198	6023.437	6032.77	6042.312	6052.152	6062.333	6072.893	6083.873	6095.313	6107.231	6119.634	6132.486	6145.756	6159.408	6173.357	6187.567	6201.98	6216.482	6230.951	6245.244	6259.316	6273.086	6286.443	6299.249	6311.39	6322.796	6333.427	6343.268	6352.306	6360.533	6367.932	6374.488	6380.169	6384.957	6388.798
155	Isle of Man	83.167	83.737	84.287	84.831	85.369	85.895	86.409	86.922	87.419	87.917	88.405	88.875	89.345	89.803	90.256	90.692	91.125	91.556	91.978	92.387	92.78	93.162	93.53	93.887	94.229	94.57	94.909	95.227	95.545	95.85	96.137	96.405	96.66	96.905	97.144	97.378	97.607	97.835	98.062	98.284	98.497	98.704	98.907	99.097	99.297	99.487	99.67	99.848	100.028	100.199	100.38	100.543	100.72	100.882	101.05	101.216	101.382	101.538	101.702	101.861	102.021	102.176	102.338	102.487	102.636	102.79	102.938	103.079	103.216	103.349	103.477	103.591	103.712	103.819	103.924	104.021	104.112	104.193	104.276	104.345	104.417	104.483	104.548	104.604	104.655	104.713
156	Latvia	1992.663	1970.53	1949.67	1929.938	1911.108	1892.993	1875.529	1858.748	1842.658	1827.31	1812.682	1798.806	1785.573	1772.744	1760.023	1747.192	1734.151	1720.947	1707.704	1694.629	1681.894	1669.503	1657.404	1645.603	1634.066	1622.754	1611.695	1600.853	1590.207	1579.662	1569.178	1558.725	1548.305	1537.914	1527.554	1517.2	1506.886	1496.571	1486.265	1475.992	1465.736	1455.501	1445.308	1435.159	1425.074	1415.076	1405.16	1395.35	1385.658	1376.087	1366.653	1357.379	1348.255	1339.316	1330.564	1322.014	1313.68	1305.566	1297.67	1289.998	1282.562	1275.343	1268.36	1261.606	1255.085	1248.794	1242.72	1236.858	1231.202	1225.747	1220.456	1215.332	1210.364	1205.52	1200.764	1196.089	1191.459	1186.858	1182.282	1177.709	1173.129	1168.512	1163.855	1159.122	1154.293	1149.325
157	Lithuania	2931.926	2908.249	2890.297	2876.475	2864.459	2852.478	2839.999	2827.266	2814.245	2801.129	2788.01	2774.739	2761.063	2746.987	2732.518	2717.731	2702.561	2687.021	2671.18	2655.143	2638.998	2622.766	2606.474	2590.178	2573.978	2557.9	2541.985	2526.271	2510.732	2495.365	2480.144	2465.098	2450.216	2435.527	2421.03	2406.723	2392.611	2378.697	2364.969	2351.41	2338.008	2324.761	2311.664	2298.706	2285.882	2273.154	2260.543	2248.045	2235.659	2223.398	2211.262	2199.26	2187.392	2175.677	2164.137	2152.771	2141.592	2130.611	2119.818	2109.234	2098.868	2088.705	2078.767	2069.041	2059.528	2050.228	2041.147	2032.273	2023.61	2015.169	2006.946	1998.937	1991.133	1983.532	1976.147	1968.942	1961.933	1955.1	1948.411	1941.86	1935.408	1929.045	1922.751	1916.498	1910.256	1904.002
158	Norway	5199.836	5254.694	5305.383	5353.363	5400.916	5449.693	5500.07	5551.483	5603.589	5655.754	5707.475	5758.737	5809.67	5860.145	5910.023	5959.215	6007.624	6055.253	6102.057	6148.017	6193.139	6237.411	6280.847	6323.523	6365.533	6406.959	6447.819	6488.138	6528.044	6567.683	6607.166	6646.556	6685.809	6724.825	6763.435	6801.515	6839.039	6876.025	6912.479	6948.402	6983.785	7018.63	7052.943	7086.731	7120.041	7152.892	7185.294	7217.249	7248.808	7280.02	7310.918	7341.494	7371.773	7401.748	7431.422	7460.802	7489.893	7518.654	7547.042	7574.946	7602.307	7629.094	7655.31	7680.939	7705.936	7730.304	7754.01	7777.089	7799.55	7821.465	7842.862	7863.761	7884.154	7904.093	7923.619	7942.77	7961.561	7979.97	7998.012	8015.648	8032.859	8049.63	8065.941	8081.806	8097.19	8112.107
159	Sweden	9763.565	9837.533	9910.701	9982.709	10053.135	10121.686	10188.119	10252.422	10314.825	10375.71	10435.342	10493.845	10551.107	10606.81	10660.539	10712.041	10761.291	10808.532	10854.142	10898.63	10942.47	10985.788	11028.687	11071.464	11114.443	11157.892	11201.901	11246.533	11291.859	11337.945	11384.781	11432.414	11480.747	11529.447	11578.083	11626.301	11673.975	11721.089	11767.487	11813.049	11857.677	11901.302	11943.914	11985.571	12026.368	12066.397	12105.658	12144.207	12182.207	12219.897	12257.434	12294.889	12332.238	12369.556	12406.865	12444.178	12481.527	12518.872	12556.066	12592.922	12629.266	12665.087	12700.376	12735.043	12768.994	12802.156	12834.529	12866.162	12897.159	12927.68	12957.86	12987.702	13017.276	13046.796	13076.577	13106.791	13137.506	13168.668	13200.113	13231.667	13263.151	13294.431	13325.373	13355.895	13385.966	13415.547
160	United Kingdom	65397.08	65788.574	66181.585	66573.504	66959.016	67334.208	67699.483	68056.781	68405.45	68744.697	69074.025	69393.333	69702.92	70003.244	70294.922	70578.614	70854.542	71123.165	71385.607	71643.249	71897.215	72147.951	72395.653	72640.822	72883.919	73125.233	73364.864	73602.69	73838.354	74071.329	74301.029	74527.369	74749.916	74967.402	75178.214	75381.137	75575.847	75762.441	75940.679	76110.433	76271.777	76424.718	76569.727	76708.104	76841.537	76971.438	77098.325	77222.528	77345.124	77467.244	77589.761	77713.17	77837.477	77962.373	78087.28	78211.698	78335.584	78458.89	78580.977	78701.034	78818.439	78932.974	79044.601	79153.167	79258.539	79360.698	79459.519	79555.1	79647.866	79738.415	79827.235	79914.415	79999.934	80084.066	80167.112	80249.247	80330.463	80410.617	80489.45	80566.638	80641.838	80714.685	80784.826	80851.912	80915.58	80975.491
161	Southern Europe	152440.653	152172.107	151989.29	151860.168	151728.253	151553.054	151330.68	151079.847	150808.239	150528.48	150249.775	149973.384	149695.338	149413.497	149124.28	148824.915	148514.742	148194.348	147863.8	147523.604	147173.817	146813.989	146443.097	146059.977	145663.258	145251.663	144824.564	144381.224	143920.363	143440.498	142940.503	142420.09	141879.037	141316.497	140731.39	140123.32	139492.595	138840.324	138168.066	137477.838	136771.769	136051.399	135318.559	134576.185	133827.634	133076.042	132323.662	131572.688	130826.194	130087.406	129359.249	128643.805	127942.916	127258.939	126594.199	125950.647	125329.404	124731.278	124157.226	123608.002	123083.917	122585.094	122110.966	121659.896	121229.833	120818.688	120425.524	120048.988	119686.723	119335.761	118993.608	118658.787	118330.155	118006.107	117685.058	117365.656	117046.993	116728.238	116408.936	116088.732	115767.456	115444.983	115121.293	114796.437	114470.564	114143.943
162	Albania	2923.352	2926.348	2930.187	2934.363	2938.428	2942.034	2944.804	2946.54	2947.341	2947.436	2946.992	2945.952	2944.148	2941.514	2937.961	2933.419	2927.864	2921.296	2913.716	2905.095	2895.451	2884.782	2873.133	2860.572	2847.18	2833.058	2818.259	2802.812	2786.778	2770.248	2753.275	2735.905	2718.188	2700.179	2681.961	2663.591	2645.091	2626.496	2607.795	2588.991	2570.056	2551.016	2531.868	2512.604	2493.2	2473.665	2453.968	2434.127	2414.12	2393.917	2373.506	2352.885	2332.057	2311.03	2289.799	2268.385	2246.771	2224.993	2203.089	2181.092	2159.04	2136.956	2114.881	2092.813	2070.778	2048.793	2026.888	2005.091	1983.421	1961.896	1940.549	1919.4	1898.482	1877.803	1857.396	1837.28	1817.495	1798.031	1778.938	1760.231	1741.935	1724.057	1706.638	1689.689	1673.241	1657.307
163	Andorra	78.014	77.281	76.965	76.953	77.072	77.184	77.276	77.392	77.521	77.649	77.775	77.887	77.971	78.037	78.089	78.154	78.22	78.284	78.342	78.397	78.444	78.486	78.517	78.546	78.556	78.55	78.525	78.478	78.415	78.329	78.205	78.06	77.892	77.684	77.446	77.187	76.897	76.578	76.232	75.856	75.467	75.054	74.621	74.177	73.723	73.261	72.792	72.328	71.861	71.398	70.942	70.498	70.066	69.649	69.244	68.854	68.475	68.121	67.781	67.467	67.171	66.892	66.634	66.391	66.163	65.955	65.764	65.586	65.413	65.262	65.111	64.972	64.836	64.703	64.578	64.451	64.333	64.197	64.071	63.94	63.809	63.679	63.544	63.41	63.267	63.125
164	Bosnia and Herzegovina	3535.961	3516.816	3507.017	3503.554	3501.774	3498.21	3492.068	3484.272	3475.209	3465.71	3456.355	3447.047	3437.33	3427.113	3416.294	3404.781	3392.547	3379.602	3365.918	3351.518	3336.402	3320.576	3304.067	3286.939	3269.285	3251.17	3232.655	3213.757	3194.583	3175.21	3155.712	3136.147	3116.537	3096.969	3077.486	3058.143	3038.972	3019.986	3001.179	2982.526	2964.034	2945.69	2927.489	2909.373	2891.286	2873.153	2854.98	2836.747	2818.429	2800.032	2781.521	2762.912	2744.2	2725.398	2706.525	2687.595	2668.631	2649.643	2630.669	2611.762	2592.972	2574.311	2555.816	2537.504	2519.414	2501.573	2484	2466.72	2449.754	2433.111	2416.819	2400.877	2385.303	2370.123	2355.324	2340.932	2326.936	2313.346	2300.14	2287.297	2274.815	2262.666	2250.836	2239.301	2228.038	2217.029
165	Croatia	4236.016	4213.265	4189.353	4164.783	4140.148	4115.947	4092.378	4069.421	4046.983	4024.852	4002.885	3981.097	3959.537	3938.168	3916.938	3895.784	3874.691	3853.647	3832.582	3811.426	3790.127	3768.66	3747.021	3725.251	3703.422	3681.556	3659.693	3637.797	3615.871	3593.893	3571.86	3549.762	3527.624	3505.433	3483.189	3460.901	3438.574	3416.208	3393.815	3371.405	3348.988	3326.58	3304.18	3281.802	3259.474	3237.205	3215.005	3192.895	3170.881	3148.961	3127.15	3105.456	3083.906	3062.5	3041.28	3020.253	2999.426	2978.835	2958.482	2938.401	2918.615	2899.143	2879.982	2861.13	2842.588	2824.352	2806.419	2788.783	2771.461	2754.435	2737.703	2721.268	2705.114	2689.245	2673.647	2658.317	2643.241	2628.418	2613.828	2599.477	2585.339	2571.418	2557.693	2544.158	2530.795	2517.591
