Index	Region, subregion, country or area *	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
164	Bosnia and Herzegovina	2661.296	2710.651	2764.713	2821.308	2878.849	2936.309	2993.271	3049.919	3106.894	3165.191	3225.668	3288.602	3353.226	3417.574	3478.995	3535.64	3586.634	3632.669	3675.452	3717.466	3760.527	3805.285	3851.151	3897.255	3942.223	3985.103	4025.265	4063.191	4100.35	4138.819	4179.855	4222.511	4265.31	4308.106	4350.746	4392.13	4435.504	4478.519	4508.056	4506.653	4463.422	4371.603	4239.154	4087.999	3948.816	3843.712	3780.378	3752.431	3750.485	3759.118	3766.706	3771.284	3775.807	3779.247	3781.287	3781.53	3779.468	3774	3763.599	3746.561	3722.084	3688.865	3648.2	3604.999	3566.002	3535.961
165	Croatia	3850.297	3886.221	3922.674	3959.116	3995.135	4030.414	4064.774	4098.124	4130.491	4161.964	4192.634	4222.502	4251.421	4279.058	4304.986	4328.92	4350.813	4370.856	4389.32	4406.607	4423.072	4438.814	4453.987	4469.036	4484.521	4500.865	4518.101	4536.198	4555.42	4576.033	4598.129	4621.419	4645.413	4669.613	4693.431	4716.117	4737.949	4758.151	4773.683	4780.629	4776.372	4760.003	4732.862	4697.535	4657.802	4616.763	4574.887	4532.399	4491.902	4456.433	4428.072	4408.08	4395.819	4388.946	4383.92	4378.057	4370.699	4362.266	4352.428	4341.084	4328.153	4313.371	4296.526	4277.806	4257.533	4236.016
166	Gibraltar	22.039	22.292	22.494	22.63	22.72	22.775	22.816	22.863	22.959	23.129	23.394	23.786	24.284	24.848	25.454	26.041	26.612	27.174	27.694	28.159	28.56	28.869	29.104	29.278	29.427	29.578	29.742	29.902	30.049	30.177	30.272	30.334	30.381	30.383	30.325	30.207	30.004	29.744	29.469	29.262	29.164	29.212	29.379	29.623	29.895	30.147	30.382	30.594	30.801	30.991	31.18	31.374	31.544	31.72	31.896	32.085	32.296	32.51	32.732	32.956	33.189	33.405	33.623	33.831	34.038	34.228
167	Greece	7668.794	7743.251	7814.593	7882.997	7948.525	8011.124	8070.644	8126.805	8179.268	8227.654	8271.788	8311.808	8348.332	8382.605	8416.193	8450.504	8486.428	8524.555	8565.665	8610.472	8659.795	8712.683	8769.758	8835.139	8914.176	9009.917	9124.755	9255.38	9392.113	9521.672	9634.504	9727.724	9804.166	9867.161	9922.431	9974.739	10023.374	10068.281	10115.853	10174.169	10248.537	10341.892	10451.417	10569.422	10684.818	10789.375	10880.912	10961.123	11030.393	11090.266	11142.119	11184.398	11216.799	11243.567	11270.476	11301.204	11338.77	11380.897	11419.647	11443.828	11446.005	11422.805	11378.257	11321.3	11264.726	11217.8
168	Holy See	0.908	0.885	0.882	0.886	0.894	0.908	0.905	0.91	0.912	0.908	0.906	0.903	0.898	0.892	0.879	0.854	0.814	0.766	0.712	0.669	0.644	0.642	0.657	0.686	0.708	0.728	0.737	0.737	0.73	0.73	0.724	0.725	0.729	0.731	0.74	0.746	0.75	0.759	0.764	0.765	0.768	0.774	0.779	0.778	0.778	0.78	0.778	0.782	0.781	0.781	0.785	0.788	0.792	0.798	0.797	0.798	0.8	0.796	0.794	0.795	0.794	0.796	0.804	0.801	0.8	0.803
169	Italy	46598.601	47021.9	47411.943	47765.978	48084.812	48372.842	48638.297	48892.969	49151.47	49429.946	49742.196	50095.597	50487.493	50903.66	51322.645	51728.664	52115.99	52488.486	52851.203	53212.82	53578.683	53949.93	54321.016	54682.627	55022.218	55330.694	55604.287	55845.068	56057.025	56246.8	56419.278	56576.504	56717.076	56838.675	56937.695	57012.352	57061.781	57089.451	57103.128	57113.159	57127.12	57152.516	57188.887	57226.647	57251.367	57255.193	57229.67	57184.901	57153.554	57179.989	57293.721	57506.367	57801.763	58147.037	58494.704	58808.483	59079.869	59313.511	59502.385	59641.853	59729.807	59759.929	59733.834	59668	59585.668	59504.212
170	Malta	312.003	312.283	312.801	313.229	313.37	313.124	312.557	311.816	311.202	311.006	311.534	312.914	315.032	317.447	319.588	321.019	321.606	321.508	320.979	320.414	320.086	320.078	320.317	320.854	321.683	322.821	324.279	326.079	328.201	330.611	333.274	336.193	339.342	342.628	345.948	349.196	352.336	355.387	358.378	361.381	364.431	367.528	370.642	373.784	377.006	380.305	383.71	387.184	390.605	393.805	396.668	399.155	401.303	403.211	405.007	406.787	408.563	410.324	412.128	414.045	416.11	418.367	420.789	423.246	425.57	427.616
171	Montenegro	394.739	400.872	410.508	421.737	433.135	443.795	453.317	461.809	469.791	478.068	487.413	498.128	509.713	520.714	529.175	533.814	533.908	530.229	524.844	520.647	519.696	522.786	529.21	537.758	546.574	554.262	560.423	565.507	570.056	574.95	580.754	587.687	595.354	602.967	609.431	614.016	616.357	616.797	616.053	615.203	615.002	615.741	617.172	618.852	620.084	620.414	619.707	618.216	616.34	614.65	613.56	613.175	613.382	614.097	615.145	616.388	617.832	619.484	621.205	622.852	624.285	625.466	626.386	627.094	627.674	628.178
172	Portugal	8416.967	8432.973	8477.256	8537.746	8604.733	8670.884	8731.331	8783.547	8827.136	8863.385	8893.971	8919.603	8938.804	8947.428	8940.092	8914.451	8866.85	8802.562	8739.08	8700.023	8701.855	8750.506	8839.796	8958.962	9091.4	9224.059	9354.494	9483.629	9605.593	9714.16	9804.851	9875.257	9925.729	9958.417	9977.168	9985.575	9983.221	9971.233	9956.672	9948.574	9953.327	9974.195	10009.576	10054.996	10103.443	10149.735	10192.394	10232.884	10272.286	10312.611	10355.117	10399.312	10443.668	10487.113	10528.268	10565.723	10599.951	10630.12	10652.099	10660.616	10652.321	10625.33	10581.821	10527.674	10471.168	10418.473
173	San Marino	12.781	12.917	13.092	13.29	13.511	13.772	14.048	14.346	14.669	15.021	15.397	15.789	16.199	16.621	17.032	17.441	17.835	18.229	18.589	18.895	19.138	19.303	19.398	19.466	19.562	19.735	19.98	20.296	20.66	21.03	21.361	21.666	21.943	22.21	22.455	22.708	22.961	23.21	23.466	23.74	24.043	24.386	24.749	25.141	25.516	25.877	26.209	26.508	26.799	27.096	27.418	27.762	28.121	28.494	28.866	29.24	29.614	29.977	30.351	30.723	31.11	31.504	31.914	32.303	32.657	32.96
174	Serbia	6732.256	6853.292	6963.401	7063.163	7153.364	7234.922	7308.93	7376.685	7439.606	7499.166	7556.725	7613.352	7669.609	7725.503	7780.685	7835.082	7888.804	7942.64	7998.002	8056.665	8119.86	8187.991	8260.625	8337.076	8416.25	8497.17	8579.63	8663.325	8746.98	8829.036	8908.293	8984.594	9057.978	9127.677	9192.92	9253.405	9306.347	9352.15	9397.313	9450.77	9517.674	9602.941	9701.331	9795.554	9861.877	9884.147	9855.506	9783.393	9683.612	9579.314	9487.615	9413.418	9352.705	9302.869	9258.343	9214.986	9173.289	9135.214	9099.552	9064.756	9029.716	8993.746	8956.984	8920.215	8884.712	8851.28
175	Slovenia	1473.093	1481.632	1491.674	1502.844	1514.784	1527.206	1539.785	1552.253	1564.357	1575.872	1586.637	1596.558	1605.645	1614.021	1621.879	1629.434	1636.668	1643.7	1651.094	1659.554	1669.581	1681.427	1694.975	1709.977	1725.964	1742.623	1759.731	1777.319	1795.648	1815.101	1835.837	1857.854	1880.704	1903.548	1925.314	1945.135	1962.877	1978.524	1991.428	2000.873	2006.479	2007.884	2005.512	2000.768	1995.607	1991.472	1988.989	1987.955	1987.976	1988.318	1988.499	1988.349	1988.264	1988.965	1991.43	1996.281	2003.791	2013.539	2024.538	2035.424	2045.168	2053.436	2060.39	2066.119	2070.845	2074.788
176	Spain	28069.735	28243.635	28442.373	28658.669	28887.349	29125.354	29371.821	29628.012	29896.928	30182.782	30489.242	30817.57	31165.075	31524.385	31885.404	32241.041	32587.244	32926.306	33265.172	33614.194	33980.276	34363.917	34760.522	35165.557	35572.476	35975.317	36373.1	36763.529	37137.704	37484.749	37796.795	38071.262	38309.711	38514.061	38688.12	38835.884	38958.074	39057.213	39141.605	39221.74	39306.102	39403.2	39515.511	39638.635	39764.562	39890.498	40009.324	40131.56	40292.642	40539.723	40903.711	41392.103	41985.52	42653.406	43351.668	44042.632	44725.532	45393.858	45997.806	46476.072	46788.63	46909.138	46857.404	46697.553	46521.827	46397.664
177	TFYR Macedonia	1254.445	1290.408	1320.981	1347.463	1370.978	1392.449	1412.613	1432.019	1451.015	1469.843	1488.667	1507.654	1527.111	1547.45	1569.141	1592.432	1617.794	1644.943	1672.399	1698.143	1720.8	1739.521	1754.956	1768.992	1784.398	1803.01	1825.552	1851.069	1877.688	1902.719	1924.197	1941.53	1955.243	1965.895	1974.415	1981.534	1987.538	1992.274	1995.513	1996.87	1996.228	1993.302	1988.659	1984.028	1981.703	1983.252	1989.443	1999.599	2012.057	2024.394	2034.819	2042.842	2048.928	2053.426	2057.047	2060.272	2063.145	2065.458	2067.378	2069.093	2070.739	2072.383	2074.036	2075.739	2077.495	2079.308
178	Western Europe	142459.69	143206.51	144063.898	144987.076	145946.15	146926.162	147928.047	148967.636	150072.878	151279.376	152616.424	154092.373	155681.653	157319.384	158916.852	160407.67	161764.696	162996.538	164116.274	165151.424	166120.95	167030.981	167868.806	168614.14	169239.233	169728.591	170080.166	170314.601	170468.054	170589.316	170718.888	170867.067	171040.543	171271.539	171596.272	172039.508	172611.001	173302.825	174097.843	174968.797	175889.969	176864.974	177884.157	178892.141	179818.438	180614.87	181252.883	181750.229	182162.987	182573.883	183042.176	183590.895	184200.883	184838.896	185453.346	186009.623	186494.225	186927.594	187349.483	187816.127	188366.087	189011.629	189734.679	190506.249	191283.239	192032.306
179	Austria	6936.439	6931.338	6931.196	6935.142	6942.619	6953.406	6967.625	6985.724	7008.424	7036.55	7070.766	7111.142	7156.833	7205.994	7256.091	7305.158	7352.24	7397.171	7439.579	7479.346	7516.239	7550.34	7581.117	7607.065	7626.29	7637.689	7640.749	7636.576	7627.759	7617.884	7609.752	7604.513	7602.181	7603.102	7607.293	7614.868	7625.393	7639.352	7658.84	7686.572	7723.949	7772.701	7830.933	7892.086	7947.209	7990.121	8017.863	8032.876	8041.05	8051.113	8069.276	8097.748	8134.412	8175.852	8216.805	8253.65	8284.735	8311.783	8338.453	8370.038	8409.949	8459.864	8517.548	8577.782	8633.22	8678.657
180	Belgium	8637.519	8680.166	8727.986	8779.273	8832.697	8887.274	8942.404	8997.841	9053.636	9110.067	9167.365	9225.407	9283.54	9340.415	9394.292	9443.939	9488.753	9529.042	9565.595	9599.651	9632.18	9663.324	9692.846	9720.761	9747.02	9771.586	9794.777	9816.696	9836.814	9854.377	9868.995	9880.592	9889.824	9897.88	9906.371	9916.578	9928.542	9942.289	9959.02	9980.176	10006.544	10039.445	10078.101	10118.674	10155.919	10186.305	10208.275	10223.789	10237.299	10255.16	10282.033	10319.019	10364.885	10419.032	10480.117	10546.886	10619.567	10697.835	10779.173	10860.29	10938.739	11013.083	11083.55	11151.512	11219.161	11287.94
181	France	41879.605	42070.919	42365.579	42724.223	43117.846	43527.762	43946.212	44375.735	44827.61	45319.11	45865.396	46470.824	47121.382	47781.402	48402.837	48952.255	49411.387	49791.935	50127.143	50466.394	50843.829	51273.47	51739.837	52212.314	52646.198	53010.73	53295.791	53516.213	53696.453	53872.444	54070.817	54298.045	54547.688	54817.832	55102.743	55397.482	55704.494	56024.508	56348.214	56663.204	56960.835	57237.702	57496.974	57744.82	57990.661	58241.791	58499.689	58763.395	59034.921	59316.107	59608.201	59911.252	60225.076	60550.097	60886.607	61233.9	61592.884	61960.95	62329.567	62687.521	63026.74	63343.577	63639.873	63919.917	64190.638	64457.201
182	Germany	69966.243	70299.358	70619.499	70929.259	71233.131	71537.537	71850.98	72183.916	72548.042	72955.244	73414.427	73928.048	74489.142	75080.047	75676.011	76255.926	76816.337	77352.662	77841.435	78254.626	78572.984	78786.608	78901.707	78936.165	78917.22	78866.498	78794.496	78701.801	78589.311	78454.848	78300.65	78126.104	77944.848	77790.08	77704.336	77717.431	77837.5	78054.086	78354.017	78715.61	79118.326	79564.454	80046.157	80520.088	80931.041	81240.604	81426.337	81499.866	81499.232	81481.612	81487.757	81535.848	81611.868	81686.495	81715.659	81671.234	81540.353	81344.457	81130.944	80965.612	80894.785	80933.98	81066.228	81265.139	81489.66	81707.789
183	Liechtenstein	13.758	13.942	14.128	14.338	14.568	14.831	15.112	15.431	15.767	16.126	16.495	16.894	17.29	17.718	18.17	18.649	19.153	19.691	20.236	20.765	21.265	21.726	22.151	22.563	22.981	23.432	23.926	24.44	24.962	25.447	25.866	26.224	26.515	26.765	27.011	27.257	27.524	27.802	28.095	28.407	28.747	29.108	29.497	29.919	30.365	30.833	31.325	31.838	32.355	32.842	33.286	33.671	34.018	34.321	34.596	34.852	35.095	35.322	35.541	35.766	36.003	36.264	36.545	36.834	37.127	37.403
184	Luxembourg	296.001	297.588	299.496	301.505	303.451	305.261	306.945	308.564	310.257	312.22	314.588	317.441	320.703	324.121	327.366	330.161	332.419	334.227	335.834	337.567	339.668	342.226	345.103	348.173	351.189	353.983	356.564	358.968	361.073	362.789	364.038	364.781	365.098	365.305	365.795	366.884	368.666	371.078	374.118	377.706	381.791	386.352	391.394	396.81	402.433	408.149	413.999	419.974	425.833	431.262	436.103	440.198	443.726	447.322	451.819	457.842	465.554	474.722	485.105	496.279	507.889	519.941	532.387	544.721	556.316	566.741
185	Monaco	19.996	19.377	19.073	19.053	19.264	19.655	20.182	20.791	21.399	21.974	22.452	22.808	23.039	23.168	23.236	23.282	23.305	23.292	23.304	23.346	23.484	23.72	24.051	24.439	24.835	25.197	25.523	25.809	26.087	26.395	26.745	27.164	27.624	28.095	28.512	28.835	29.041	29.172	29.235	29.312	29.439	29.624	29.863	30.138	30.427	30.691	30.967	31.251	31.523	31.8	32.082	32.36	32.629	32.933	33.314	33.793	34.408	35.111	35.853	36.534	37.094	37.497	37.783	37.971	38.132	38.307
186	Netherlands	10042.043	10167.534	10297.984	10432.301	10569.688	10709.63	10851.92	10996.635	11144.07	11294.689	11448.817	11606.402	11766.726	11928.361	12089.385	12248.344	12404.193	12556.839	12706.787	12855.007	13001.943	13147.932	13291.873	13431.182	13562.438	13683.291	13793.11	13892.917	13984.06	14068.593	14148.415	14223.763	14295.217	14365.385	14437.506	14513.949	14595.755	14682.649	14774.038	14868.655	14965.448	15064.519	15165.862	15268.006	15369.12	15467.851	15563.255	15655.475	15745.647	15835.523	15926.188	16018.114	16110.355	16200.951	16287.182	16367.158	16440.222	16507.056	16568.734	16626.926	16682.917	16737.002	16789.095	16839.699	16889.356	16938.499
187	Switzerland	4668.086	4726.288	4788.957	4851.982	4912.886	4970.806	5026.667	5082.999	5143.673	5213.396	5296.118	5393.407	5502.998	5618.158	5729.464	5829.956	5916.909	5991.679	6056.361	6114.722	6169.358	6221.635	6270.121	6311.478	6341.062	6356.185	6355.23	6341.181	6321.535	6306.539	6303.61	6315.881	6341.548	6377.095	6416.705	6456.224	6494.086	6531.889	6572.266	6619.155	6674.89	6741.069	6815.376	6891.6	6961.263	7018.525	7061.173	7091.765	7115.127	7138.464	7167.25	7202.685	7243.914	7291.893	7347.247	7410.308	7481.407	7560.358	7646.113	7737.161	7831.971	7930.421	8031.67	8132.674	8229.629	8319.769
188	LATIN AMERICA AND THE CARIBBEAN	168917.693	173497.126	178233.936	183107.436	188105.273	193223.682	198467.73	203850.831	209393.369	215119.744	221050.541	227193.808	233537.694	240046.975	246672.717	253378.16	260148.659	266990.568	273914.303	280939.035	288077.452	295329.896	302686.188	310136.412	317666.953	325267.485	332929.511	340652.976	348445.874	356320.904	364284.305	372337.981	380469.747	388654.562	396859.511	405059.621	413238.721	421398.069	429551.193	437720.601	445919.209	454146.504	462384.123	470605.185	478774.195	486862.562	494867.219	502786.732	510597.435	518271.926	525794.973	533150.548	540353.646	547458.825	554541.436	561655.871	568818.539	576013.494	583222.304	590413.658	597561.53	604661.714	611713.895	618698.846	625593.922	632380.831
189	Caribbean	17075.671	17395.84	17734.614	18084.019	18438.788	18796.503	19157.5	19524.808	19903.816	20301.223	20722.931	21171.201	21642.635	22127.042	22610.481	23082.713	23539.121	23982.578	24419.424	24859.64	25309.989	25772.8	26244.315	26718.425	27186.055	27641.021	28081.325	28509.663	28930.271	29349.498	29772.038	30198.588	30628.343	31062.431	31502.164	31948.027	32400.719	32859.368	33320.959	33781.322	34237.274	34687.425	35131.662	35569.279	35999.964	36423.237	36838.907	37246.271	37643.88	38030.111	38403.986	38765.019	39114.069	39453.535	39786.576	40115.79	40441.529	40763.754	41083.981	41403.983	41724.731	42047.196	42370.627	42691.676	43005.785	43309.611
190	Anguilla	5.118	5.296	5.446	5.552	5.64	5.7	5.736	5.779	5.807	5.832	5.864	5.899	5.946	5.995	6.06	6.12	6.167	6.232	6.283	6.346	6.403	6.451	6.501	6.556	6.596	6.629	6.66	6.687	6.709	6.713	6.702	6.65	6.588	6.539	6.552	6.662	6.875	7.195	7.574	7.965	8.334	8.666	8.981	9.266	9.537	9.802	10.058	10.303	10.548	10.793	11.07	11.372	11.692	12.021	12.339	12.638	12.903	13.15	13.36	13.565	13.769	13.951	14.129	14.299	14.459	14.611
191	Antigua and Barbuda	46.303	48.365	49.999	51.262	52.208	52.897	53.42	53.838	54.241	54.722	55.339	56.144	57.144	58.294	59.524	60.781	62.059	63.36	64.655	65.91	67.098	68.188	69.176	70.066	70.878	71.609	72.285	72.875	73.324	73.528	73.442	73.066	72.448	71.639	70.725	69.782	68.809	67.845	67.058	66.627	66.696	67.307	68.427	69.938	71.719	73.619	75.628	77.739	79.851	81.831	83.584	85.057	86.266	87.293	88.257	89.253	90.301	91.381	92.478	93.581	94.661	95.719	96.777	97.824	98.875	99.923
192	Aruba	38.068	38.267	38.964	40.148	41.76	43.724	45.933	48.241	50.497	52.531	54.211	55.438	56.225	56.695	57.032	57.36	57.715	58.055	58.386	58.726	59.063	59.44	59.84	60.243	60.528	60.657	60.586	60.366	60.103	59.98	60.096	60.567	61.345	62.201	62.836	63.026	62.644	61.833	61.079	61.032	62.149	64.622	68.235	72.504	76.7	80.324	83.2	85.451	87.277	89.005	90.853	92.898	94.992	97.017	98.737	100.031	100.832	101.22	101.353	101.453	101.669	102.053	102.577	103.187	103.795	104.341
193	Bahamas	79.085	79.985	81.426	83.371	85.773	88.617	91.897	95.603	99.769	104.405	109.528	115.108	121.083	127.333	133.698	140.054	146.366	152.609	158.627	164.248	169.354	173.863	177.839	181.488	185.099	188.882	192.902	197.111	201.513	206.032	210.661	215.396	220.275	225.187	230.015	234.687	239.131	243.393	247.579	251.849	256.336	261.116	266.134	271.165	275.895	280.15	283.79	286.97	290.06	293.572	297.89	303.135	309.157	315.746	322.526	329.249	335.83	342.328	348.676	354.856	360.832	366.568	372.039	377.24	382.169	386.838
194	Barbados	210.992	215.703	219.636	222.809	225.26	227.073	228.35	229.212	229.83	230.349	230.939	231.678	232.586	233.587	234.547	235.374	236.044	236.621	237.199	237.913	238.848	240.035	241.441	242.976	244.539	246.034	247.444	248.784	250.032	251.177	252.194	253.08	253.841	254.518	255.193	255.924	256.736	257.611	258.527	259.458	260.374	261.275	262.184	263.089	264.015	264.959	265.942	266.945	267.95	268.922	269.847	270.685	271.478	272.258	273.091	274.009	275.039	276.15	277.319	278.47	279.569	280.601	281.585	282.509	283.385	284.217
195	British Virgin Islands	7.44	7.508	7.565	7.608	7.648	7.684	7.735	7.787	7.849	7.932	8.033	8.155	8.298	8.452	8.627	8.814	9.007	9.218	9.424	9.621	9.803	9.97	10.125	10.264	10.379	10.476	10.543	10.591	10.662	10.792	11.002	11.315	11.712	12.188	12.731	13.304	13.938	14.589	15.266	15.9	16.461	16.934	17.344	17.703	18.052	18.427	18.833	19.27	19.722	20.188	20.645	21.085	21.529	22	22.541	23.168	23.905	24.731	25.604	26.447	27.224	27.901	28.509	29.056	29.588	30.113
196	Caribbean Netherlands	7.122	7.293	7.425	7.526	7.608	7.67	7.725	7.783	7.854	7.952	8.074	8.24	8.427	8.645	8.881	9.134	9.377	9.646	9.9	10.141	10.359	10.546	10.708	10.841	10.949	11.027	11.076	11.098	11.103	11.135	11.21	11.322	11.472	11.652	11.848	12.025	12.187	12.325	12.482	12.699	13.019	13.429	13.934	14.443	14.863	15.107	15.164	15.083	14.887	14.638	14.393	14.127	13.886	13.748	13.894	14.403	15.337	16.649	18.153	19.646	20.94	21.994	22.844	23.506	24.071	24.57
197	Cayman Islands	6.417	6.271	6.245	6.318	6.467	6.677	6.92	7.181	7.432	7.67	7.865	8.026	8.146	8.227	8.298	8.369	8.441	8.521	8.631	8.827	9.144	9.581	10.136	10.784	11.498	12.244	13.022	13.841	14.661	15.444	16.162	16.789	17.356	17.906	18.543	19.313	20.251	21.339	22.538	23.776	25.01	26.213	27.404	28.646	30.055	31.672	33.536	35.597	37.74	39.808	41.687	43.316	44.738	46.028	47.299	48.622	50.031	51.483	52.926	54.279	55.507	56.579	57.523	58.371	59.172	59.963
198	Cuba	5919.993	6051.291	6180.031	6304.523	6424.172	6539.469	6652.09	6764.786	6881.21	7005.481	7141.135	7289.826	7450.402	7618.354	7787.146	7951.933	8110.43	8263.546	8413.327	8563.193	8715.123	8869.961	9025.3	9176.052	9315.373	9438.442	9544.271	9634.68	9711.392	9777.29	9835.177	9884.213	9925.623	9966.733	10017.059	10082.989	10168.087	10269.567	10379.548	10486.509	10582.081	10663.585	10733.363	10794.135	10850.585	10906.043	10961.012	11013.983	11064.097	11110.004	11150.736	11186.542	11217.998	11244.885	11266.941	11284.253	11296.233	11303.687	11309.754	11318.602	11333.051	11354.651	11382.146	11412.167	11439.767	11461.432
199	Curacao	100.179	104.567	108.284	111.504	114.346	116.916	119.278	121.465	123.484	125.309	126.941	128.378	129.682	130.949	132.322	133.878	135.65	137.609	139.68	141.717	143.634	145.447	147.152	148.618	149.683	150.258	150.24	149.715	148.929	148.277	147.996	148.21	148.814	149.58	150.187	150.377	150.057	149.324	148.354	147.41	146.671	146.239	146.021	145.764	145.125	143.884	141.983	139.569	136.891	134.311	132.099	130.277	128.829	128.021	128.157	129.394	131.898	135.498	139.73	143.933	147.608	150.593	152.985	154.895	156.512	158.01
200	Dominica	51.1	51.706	52.301	52.947	53.688	54.56	55.547	56.63	57.772	58.922	60.011	61.032	61.982	62.918	63.926	65.038	66.311	67.686	69.04	70.213	71.073	71.569	71.734	71.744	71.807	72.094	72.642	73.411	74.242	74.925	75.314	75.375	75.17	74.747	74.213	73.643	73.025	72.37	71.742	71.242	70.926	70.842	70.97	71.21	71.373	71.368	71.145	70.753	70.29	69.903	69.676	69.67	69.824	70.093	70.379	70.627	70.807	70.95	71.074	71.229	71.44	71.718	72.044	72.4	72.778	73.162
201	Dominican Republic	2364.654	2438.405	2517.259	2600.798	2688.698	2780.652	2876.428	2975.807	3078.629	3184.757	3294.042	3406.299	3521.278	3638.628	3757.956	3878.948	4001.375	4125.109	4250.025	4376.054	4503.114	4631.114	4759.934	4889.436	5019.473	5149.935	5280.723	5411.865	5543.517	5675.931	5809.269	5943.591	6078.82	6214.857	6351.572	6488.856	6626.542	6764.624	6903.316	7042.937	7183.647	7325.622	7468.551	7611.465	7753.052	7892.423	8029.113	8163.472	8296.375	8429.112	8562.622	8697.126	8832.285	8967.76	9102.998	9237.566	9371.338	9504.353	9636.52	9767.758	9897.985	10027.095	10154.95	10281.296	10405.844	10528.394
202	Grenada	76.681	76.624	77.137	78.103	79.432	81.024	82.8	84.648	86.493	88.252	89.869	91.26	92.425	93.35	94.066	94.581	94.875	94.961	94.868	94.682	94.426	94.185	93.934	93.63	93.152	92.448	91.437	90.184	89.073	88.568	89.005	90.572	93.091	95.985	98.439	99.906	100.143	99.38	98.062	96.869	96.283	96.454	97.198	98.305	99.405	100.255	100.796	101.122	101.309	101.442	101.619	101.849	102.1	102.375	102.656	102.949	103.259	103.586	103.93	104.296	104.677	105.075	105.481	105.909	106.36	106.823
203	Guadeloupe	210.003	213.072	217.266	222.565	228.879	236.064	243.876	252.058	260.231	268.042	275.161	281.409	286.761	291.451	295.833	300.171	304.524	308.767	312.783	316.346	319.334	321.753	323.722	325.224	326.285	326.966	327.2	327.128	327.224	328.095	330.177	333.625	338.296	343.892	349.971	356.171	362.461	368.86	375.08	380.825	385.878	390.069	393.465	396.429	399.47	402.937	406.977	411.444	416.089	420.582	424.646	428.22	431.359	434.191	436.885	439.552	442.257	444.91	447.345	449.333	450.718	451.447	451.602	451.338	450.884	450.418
204	Haiti	3221.283	3275.366	3331.58	3390.05	3450.85	3514.074	3579.725	3647.809	3718.283	3791.097	3866.159	3943.364	4022.593	4103.73	4186.64	4271.133	4357.484	4445.53	4534.234	4622.208	4708.642	4793.155	4876.56	4960.657	5047.944	5140.357	5238.245	5341.419	5450.549	5566.266	5688.836	5818.671	5955.267	6096.692	6240.329	6384.195	6527.543	6670.568	6813.348	6956.3	7099.732	7243.391	7386.975	7530.705	7674.911	7819.806	7965.553	8111.951	8258.483	8404.398	8549.2	8692.567	8834.733	8976.552	9119.178	9263.404	9409.457	9556.889	9705.029	9852.87	9999.617	10145.054	10289.21	10431.776	10572.466	10711.061
205	Jamaica	1402.899	1436.944	1468.018	1495.67	1519.786	1540.623	1558.819	1575.359	1591.514	1608.723	1628.252	1650.806	1676.25	1703.395	1730.486	1756.266	1780.264	1803.064	1825.633	1849.414	1875.381	1904.016	1934.828	1966.7	1998.034	2027.737	2055.085	2080.538	2105.664	2132.69	2163.045	2197.583	2235.327	2273.666	2308.947	2338.638	2361.72	2379.279	2393.534	2407.72	2424.242	2443.689	2465.362	2488.782	2513.049	2537.44	2561.993	2586.827	2611.367	2634.882	2656.864	2677.011	2695.446	2712.511	2728.777	2744.673	2760.279	2775.467	2790.122	2804.082	2817.21	2829.493	2840.992	2851.807	2862.087	2871.934
206	Martinique	222.002	224.42	228.272	233.269	239.146	245.676	252.655	259.88	267.211	274.49	281.622	288.485	294.968	300.954	306.371	311.127	315.173	318.504	321.178	323.319	325.011	326.333	327.3	327.897	328.072	327.838	327.166	326.19	325.286	324.929	325.454	326.993	329.445	332.605	336.167	339.876	343.743	347.763	351.716	355.34	358.449	360.9	362.755	364.377	366.248	368.732	371.918	375.654	379.663	383.547	387.004	389.973	392.485	394.508	396.024	397.047	397.565	397.577	397.107	396.204	394.91	393.209	391.164	389.05	387.204	385.842
207	Montserrat	13.519	14.126	14.492	14.629	14.55	14.297	13.9	13.42	12.923	12.457	12.102	11.88	11.799	11.809	11.841	11.84	11.812	11.755	11.695	11.649	11.625	11.636	11.66	11.687	11.734	11.781	11.827	11.881	11.921	11.944	11.92	11.846	11.749	11.61	11.461	11.324	11.179	11.028	10.888	10.785	10.73	10.766	10.851	10.886	10.717	10.233	9.376	8.216	6.936	5.787	4.955	4.505	4.376	4.471	4.644	4.778	4.846	4.889	4.908	4.923	4.944	4.994	5.031	5.068	5.098	5.124
208	Puerto Rico	2218	2209.696	2212.102	2221.017	2233.405	2247.415	2262.419	2278.957	2298.569	2323.453	2355.57	2395.609	2442.154	2491.279	2537.636	2577.524	2609.268	2634.359	2656.298	2680.218	2709.841	2745.971	2787.348	2833.134	2881.75	2931.886	2983.584	3036.746	3089.76	3140.564	3187.671	3230.47	3269.253	3304.682	3337.859	3369.679	3400.02	3428.826	3457.213	3486.63	3517.975	3551.587	3586.88	3622.706	3657.412	3689.641	3719.324	3746.359	3769.336	3786.575	3796.977	3799.907	3796.028	3787.268	3776.359	3765.399	3755.113	3745.258	3735.788	3726.331	3716.693	3706.984	3697.576	3688.723	3680.715	3673.728
