Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
157	Lithuania	2931.926	2910.589	2889.74	2869.326	2849.294	2829.533	2809.923	2790.328	2770.56	2750.455	2729.844	2708.669	2686.906	2664.708	2642.236	2619.66	2596.987	2574.217	2551.342	2528.405	2505.41	2482.365	2459.298	2436.203	2413.114	2390.047	2366.981	2343.945	2320.861	2297.685	2274.361	2250.885	2227.263	2203.511	2179.637	2155.674	2131.62	2107.482	2083.309	2059.141	2035.021	2010.965	1986.998	1963.146	1939.437	1915.893	1892.54	1869.386	1846.432	1823.678	1801.126	1778.779	1756.638	1734.688	1712.909	1691.278	1669.787	1648.444	1627.227	1606.114	1585.095	1564.156	1543.318	1522.558	1501.904	1481.346	1460.907	1440.573	1420.388	1400.369	1380.568	1360.978	1341.607	1322.484	1303.625	1285.061	1266.78	1248.795	1231.093	1213.654	1196.47	1179.539	1162.821	1146.324	1130.04	1113.94
158	Norway	5199.836	5242.755	5284.765	5325.943	5366.377	5406.057	5444.981	5483.07	5520.246	5556.388	5591.396	5625.233	5657.932	5689.63	5720.515	5750.739	5780.332	5809.251	5837.423	5864.707	5891.004	5916.299	5940.621	5963.994	5986.445	6008.002	6028.651	6048.367	6067.19	6085.185	6102.363	6118.75	6134.311	6148.884	6162.269	6174.347	6185.065	6194.474	6202.605	6209.54	6215.35	6220.042	6223.653	6226.275	6228.014	6228.966	6229.164	6228.656	6227.496	6225.764	6223.521	6220.78	6217.538	6213.796	6209.527	6204.717	6199.35	6193.398	6186.758	6179.3	6170.938	6161.609	6151.326	6140.038	6127.717	6114.345	6099.889	6084.385	6067.862	6050.397	6032.046	6012.814	5992.745	5971.902	5950.364	5928.202	5905.448	5882.129	5858.243	5833.792	5808.771	5783.197	5757.078	5730.446	5703.334	5675.775
159	Sweden	9763.565	9828.343	9888.342	9943.809	9994.963	10042.061	10085.356	10125.098	10161.56	10194.983	10225.617	10253.694	10279.414	10302.924	10324.365	10343.874	10361.618	10377.791	10392.575	10406.198	10418.826	10430.57	10441.54	10451.922	10461.92	10471.672	10481.219	10490.531	10499.562	10508.223	10516.421	10524.135	10531.253	10537.409	10542.142	10545.078	10546.106	10545.247	10542.455	10537.761	10531.211	10522.776	10512.508	10500.582	10487.244	10472.704	10457.025	10440.279	10422.657	10404.398	10385.672	10366.552	10347.022	10327.062	10306.65	10285.697	10264.22	10242.172	10219.336	10195.443	10170.299	10143.849	10116.082	10086.903	10056.216	10023.974	9990.151	9954.83	9918.167	9880.362	9841.613	9801.964	9761.495	9720.489	9679.308	9638.195	9597.253	9556.45	9515.656	9474.716	9433.486	9391.826	9349.656	9306.93	9263.646	9219.816
160	United Kingdom	65397.08	65727.519	66030.047	66307.756	66563.119	66797.987	67013.543	67210.325	67388.386	67547.397	67687.185	67808.324	67912.553	68003.016	68083.694	68157.646	68226.262	68289.632	68347.865	68400.509	68447.231	68488.177	68523.669	68553.52	68577.422	68594.991	68605.932	68609.723	68605.263	68591.227	68566.452	68530.56	68483.102	68422.755	68347.937	68257.593	68151.428	68029.812	67893.252	67742.548	67578.628	67401.813	67212.86	67013.678	66806.657	66593.753	66375.792	66153.214	65927.118	65698.561	65468.288	65236.865	65004.28	64769.908	64532.743	64291.909	64047.285	63798.768	63545.487	63286.387	63020.668	62748.055	62468.556	62182.054	61888.563	61588.154	61280.813	60966.756	60646.7	60321.614	59992.272	59658.962	59321.852	58981.486	58638.45	58293.181	57945.902	57596.618	57245.216	56891.479	56535.2	56176.141	55814.089	55448.827	55080.177	54707.944
161	Southern Europe	152440.653	152149.748	151795.923	151386.735	150929.036	150429.026	149892.369	149324.042	148728.427	148109.447	147470.449	146814.559	146144.705	145463.585	144773.576	144076.531	143373.972	142666.168	141951.745	141228.456	140494.236	139748.379	138990.479	138218.963	137432.055	136628.016	135805.755	134963.976	134100.558	133213.181	132299.834	131359.875	130392.787	129396.698	128369.736	127310.786	126219.908	125098.34	123947.837	122770.983	121570.351	120347.578	119104.963	117846.364	116576.232	115298.693	114016.559	112732.297	111449.58	110172.239	108903.668	107646.323	106402.235	105173.808	103963.347	102772.732	101603.258	100455.71	99330.942	98229.44	97151.387	96096.855	95065.229	94054.885	93063.575	92089.182	91130.705	90187.009	89255.541	88333.405	87418.186	86508.491	85603.307	84701.182	83800.644	82900.594	82000.304	81099.305	80197.45	79294.799	78391.537	77487.971	76584.581	75681.872	74780.472	73881.171
162	Albania	2923.352	2924.674	2924.635	2923.345	2920.862	2917.271	2912.595	2906.854	2900.035	2892.123	2883.126	2873.042	2861.91	2849.821	2836.876	2823.159	2808.708	2793.522	2777.537	2760.691	2742.915	2724.222	2704.638	2684.186	2662.903	2640.821	2617.963	2594.355	2570.012	2544.955	2519.23	2492.847	2465.865	2438.337	2410.354	2381.981	2353.253	2324.213	2294.891	2265.321	2235.538	2205.562	2175.428	2145.164	2114.778	2084.3	2053.744	2023.112	1992.393	1961.579	1930.646	1899.603	1868.458	1837.19	1805.764	1774.188	1742.45	1710.574	1678.563	1646.438	1614.231	1581.941	1549.599	1517.21	1484.815	1452.407	1420.034	1387.72	1355.498	1323.41	1291.507	1259.81	1228.362	1197.201	1166.379	1135.935	1105.909	1076.338	1047.262	1018.696	990.694	963.277	936.48	910.365	884.958	860.303
163	Andorra	78.014	77.547	77.179	76.896	76.695	76.553	76.467	76.413	76.385	76.35	76.295	76.214	76.108	75.978	75.821	75.679	75.547	75.407	75.26	75.109	74.954	74.785	74.599	74.423	74.214	73.993	73.752	73.496	73.217	72.905	72.568	72.209	71.82	71.395	70.94	70.455	69.94	69.382	68.797	68.199	67.564	66.906	66.223	65.528	64.82	64.095	63.37	62.638	61.904	61.168	60.431	59.717	59.005	58.297	57.608	56.928	56.272	55.622	54.992	54.384	53.79	53.216	52.664	52.132	51.616	51.111	50.617	50.144	49.686	49.232	48.796	48.355	47.927	47.5	47.08	46.665	46.238	45.814	45.387	44.963	44.523	44.09	43.659	43.216	42.775	42.323
164	Bosnia and Herzegovina	3535.961	3524.518	3512.006	3498.552	3484.235	3469.111	3453.236	3436.628	3419.289	3401.221	3382.415	3362.879	3342.664	3321.857	3300.547	3278.819	3256.718	3234.221	3211.278	3187.834	3163.81	3139.212	3114.067	3088.393	3062.221	3035.564	3008.455	2980.893	2952.898	2924.486	2895.674	2866.498	2836.978	2807.155	2777.088	2746.817	2716.371	2685.774	2655.062	2624.29	2593.491	2562.679	2531.878	2501.086	2470.299	2439.502	2408.719	2377.954	2347.201	2316.466	2285.734	2255.019	2224.336	2193.653	2162.965	2132.269	2101.572	2070.89	2040.212	2009.563	1978.963	1948.431	1917.969	1887.612	1857.356	1827.247	1797.292	1767.529	1737.981	1708.698	1679.703	1651.03	1622.702	1594.761	1567.248	1540.202	1513.655	1487.609	1462.069	1437.036	1412.524	1388.514	1365.023	1342.056	1319.613	1297.728
165	Croatia	4236.016	4206.875	4176.874	4146.211	4115.061	4083.544	4051.74	4019.732	3987.554	3955.221	3922.753	3890.187	3857.565	3825	3792.612	3760.473	3728.64	3697.067	3665.662	3634.262	3602.753	3571.077	3539.267	3507.336	3475.313	3443.229	3411.069	3378.8	3346.384	3313.767	3280.894	3247.756	3214.371	3180.7	3146.734	3112.458	3077.883	3043.014	3007.896	2972.558	2937.038	2901.367	2865.555	2829.67	2793.753	2757.848	2722.007	2686.227	2650.546	2614.977	2579.54	2544.26	2509.148	2474.213	2439.478	2404.942	2370.624	2336.531	2302.677	2269.08	2235.752	2202.699	2169.928	2137.434	2105.217	2073.254	2041.569	2010.155	1979.024	1948.172	1917.6	1887.323	1857.333	1827.645	1798.272	1769.206	1740.455	1712.033	1683.936	1656.172	1628.754	1601.677	1574.959	1548.599	1522.607	1496.986
166	Gibraltar	34.228	34.38	34.504	34.602	34.686	34.736	34.786	34.813	34.824	34.832	34.822	34.811	34.791	34.763	34.734	34.707	34.673	34.638	34.605	34.565	34.53	34.48	34.443	34.393	34.35	34.299	34.249	34.199	34.139	34.068	34.011	33.941	33.857	33.776	33.688	33.59	33.48	33.375	33.253	33.137	33.013	32.868	32.735	32.579	32.427	32.268	32.111	31.952	31.783	31.62	31.454	31.287	31.117	30.942	30.769	30.592	30.425	30.246	30.071	29.893	29.711	29.543	29.363	29.182	28.998	28.808	28.626	28.446	28.259	28.074	27.879	27.688	27.497	27.31	27.107	26.915	26.712	26.513	26.319	26.113	25.91	25.706	25.504	25.3	25.09	24.885
167	Greece	11217.8	11188.53	11153.081	11112.362	11067.198	11018.326	10966.375	10911.901	10855.357	10797.138	10737.588	10677.013	10615.77	10554.219	10492.714	10431.506	10370.767	10310.495	10250.469	10190.324	10129.77	10068.689	10007.015	9944.522	9880.953	9816.059	9749.709	9681.741	9611.909	9539.911	9465.504	9388.595	9309.167	9227.133	9142.462	9055.163	8965.268	8872.855	8778.123	8681.293	8582.621	8482.246	8380.355	8277.294	8173.42	8069.103	7964.555	7859.963	7755.541	7651.465	7547.918	7445.069	7343.08	7242.199	7142.65	7044.66	6948.324	6853.695	6760.788	6669.578	6580.015	6492.115	6405.865	6321.213	6238.081	6156.391	6076.087	5997.08	5919.222	5842.338	5766.269	5690.955	5616.317	5542.188	5468.372	5394.741	5321.231	5247.855	5174.669	5101.766	5029.226	4957.121	4885.538	4814.533	4744.149	4674.433
168	Holy See	0.803	0.8	0.793	0.8	0.796	0.797	0.795	0.791	0.787	0.796	0.788	0.785	0.786	0.785	0.779	0.774	0.778	0.779	0.773	0.769	0.764	0.763	0.773	0.767	0.768	0.762	0.758	0.757	0.757	0.762	0.761	0.756	0.756	0.753	0.749	0.755	0.754	0.747	0.746	0.743	0.741	0.747	0.747	0.745	0.741	0.736	0.733	0.733	0.733	0.727	0.719	0.715	0.712	0.722	0.724	0.725	0.717	0.715	0.711	0.706	0.706	0.701	0.7	0.696	0.693	0.689	0.69	0.689	0.687	0.685	0.678	0.675	0.675	0.677	0.67	0.666	0.665	0.66	0.665	0.663	0.66	0.658	0.656	0.651	0.65	0.648
169	Italy	59504.212	59389.737	59252.184	59094.281	58918.55	58727.352	58522.894	58307.195	58082.113	57849.323	57610.299	57366.299	57118.336	56867.173	56613.349	56357.243	56099.335	55839.786	55578.156	55313.706	55045.767	54774.08	54498.402	54218.071	53932.278	53640.286	53341.655	53035.901	52722.256	52399.885	52068.052	51726.594	51375.273	51013.342	50639.98	50254.727	49857.672	49449.413	49030.75	48602.78	48166.657	47723.136	47273.259	46818.859	46362.073	45904.853	45448.351	44993.61	44542.369	44096.437	43657.348	43226.021	42803.088	42389.229	41985.032	41590.846	41206.94	40833.293	40469.521	40114.967	39768.967	39431.224	39101.17	38777.609	38459.002	38144.052	37832.063	37522.554	37214.658	36907.563	36600.561	36293.109	35984.873	35675.621	35365.279	35053.747	34740.977	34426.849	34111.315	33794.385	33476.145	33156.802	32836.659	32516.15	32195.803	31876.26
170	Malta	427.616	428.515	429.285	429.917	430.408	430.742	430.92	430.922	430.741	430.378	429.813	429.055	428.105	426.978	425.674	424.217	422.61	420.874	419.003	417.041	414.978	412.849	410.653	408.396	406.085	403.743	401.367	398.956	396.529	394.081	391.617	389.141	386.664	384.156	381.637	379.086	376.511	373.91	371.275	368.609	365.916	363.185	360.408	357.599	354.753	351.861	348.936	345.97	342.949	339.89	336.783	333.624	330.421	327.169	323.874	320.537	317.161	313.745	310.299	306.833	303.354	299.867	296.377	292.89	289.404	285.934	282.473	279.04	275.629	272.251	268.914	265.621	262.367	259.164	256.001	252.89	249.838	246.835	243.881	240.985	238.135	235.34	232.592	229.884	227.225	224.601
171	Montenegro	628.178	627.938	627.373	626.526	625.44	624.119	622.597	620.892	619.005	616.945	614.715	612.33	609.799	607.152	604.409	601.591	598.711	595.767	592.755	589.648	586.439	583.116	579.695	576.175	572.538	568.804	564.97	561.024	556.971	552.827	548.591	544.252	539.827	535.321	530.741	526.086	521.37	516.588	511.747	506.862	501.925	496.95	491.939	486.889	481.803	476.682	471.527	466.339	461.116	455.865	450.583	445.266	439.919	434.542	429.14	423.707	418.259	412.786	407.296	401.781	396.256	390.725	385.18	379.633	374.079	368.524	362.962	357.408	351.871	346.335	340.823	335.344	329.886	324.458	319.058	313.698	308.365	303.082	297.85	292.674	287.557	282.507	277.53	272.635	267.82	263.084
172	Portugal	10418.473	10363.282	10307.694	10251.917	10196.073	10140.191	10084.192	10027.91	9971.087	9913.437	9854.683	9794.708	9733.598	9671.683	9609.432	9547.184	9485.025	9422.802	9360.375	9297.525	9234.046	9169.89	9105.008	9039.273	8972.528	8904.628	8835.497	8765.05	8693.204	8619.884	8545.002	8468.55	8390.486	8310.715	8229.114	8145.625	8060.261	7973.115	7884.354	7794.201	7702.869	7610.477	7517.151	7423.113	7328.604	7233.829	7138.976	7044.196	6949.684	6855.642	6762.266	6669.675	6578.013	6487.416	6398.033	6309.981	6223.331	6138.114	6054.412	5972.258	5891.667	5812.654	5735.172	5659.075	5584.222	5510.44	5437.663	5365.835	5294.77	5224.259	5154.124	5084.308	5014.753	4945.394	4876.133	4806.935	4737.785	4668.721	4599.79	4531.09	4462.709	4394.765	4327.377	4260.677	4194.792	4129.899
173	San Marino	32.96	33.129	33.271	33.374	33.463	33.531	33.577	33.609	33.623	33.63	33.625	33.61	33.592	33.566	33.534	33.491	33.451	33.406	33.355	33.3	33.24	33.175	33.1	33.027	32.942	32.848	32.755	32.652	32.541	32.424	32.308	32.173	32.041	31.89	31.738	31.584	31.408	31.237	31.058	30.865	30.676	30.482	30.285	30.083	29.872	29.679	29.46	29.255	29.041	28.825	28.623	28.409	28.197	27.993	27.781	27.572	27.374	27.162	26.961	26.753	26.552	26.349	26.146	25.946	25.75	25.55	25.352	25.155	24.966	24.767	24.578	24.386	24.197	24.007	23.814	23.628	23.442	23.259	23.07	22.89	22.702	22.52	22.345	22.166	21.994	21.818
174	Serbia	8851.28	8812.835	8771.516	8727.645	8681.486	8633.215	8582.973	8530.832	8476.789	8420.826	8362.928	8303.148	8241.681	8178.814	8114.953	8050.402	7985.316	7919.719	7853.549	7786.676	7719.029	7650.622	7581.561	7511.933	7441.871	7371.452	7300.714	7229.674	7158.328	7086.687	7014.734	6942.487	6869.959	6797.137	6723.989	6650.493	6576.666	6502.519	6428.01	6353.148	6277.92	6202.312	6126.385	6050.177	5973.751	5897.151	5820.43	5743.612	5666.772	5589.988	5513.324	5436.841	5360.55	5284.492	5208.701	5133.2	5058.031	4983.208	4908.729	4834.586	4760.773	4687.295	4614.196	4541.493	4469.184	4397.315	4325.904	4254.964	4184.516	4114.58	4045.175	3976.324	3908.063	3840.417	3773.434	3707.143	3641.582	3576.786	3512.8	3449.66	3387.41	3326.097	3265.774	3206.482	3148.279	3091.227
175	Slovenia	2074.788	2075.159	2074.374	2072.561	2069.826	2066.254	2061.9	2056.827	2051.074	2044.658	2037.617	2029.984	2021.824	2013.228	2004.3	1995.132	1985.775	1976.226	1966.501	1956.583	1946.46	1936.147	1925.642	1914.946	1904.046	1892.924	1881.571	1869.996	1858.155	1846.017	1833.566	1820.787	1807.685	1794.254	1780.462	1766.32	1751.832	1737.008	1721.877	1706.49	1690.898	1675.1	1659.135	1643.025	1626.813	1610.542	1594.219	1577.874	1561.545	1545.244	1528.995	1512.828	1496.748	1480.786	1464.951	1449.266	1433.73	1418.375	1403.212	1388.255	1373.519	1359.005	1344.736	1330.714	1316.958	1303.48	1290.277	1277.347	1264.686	1252.273	1240.1	1228.165	1216.426	1204.902	1193.524	1182.271	1171.137	1160.093	1149.114	1138.181	1127.281	1116.373	1105.436	1094.43	1083.318	1072.072
176	Spain	46397.664	46382.905	46343.485	46282.124	46201.438	46103.971	45992.195	45868.481	45735.092	45594.174	45447.571	45296.794	45142.84	44986.189	44826.91	44665.083	44501.079	44335.213	44167.197	43996.521	43822.659	43645.339	43464.247	43278.677	43087.822	42890.887	42687.339	42476.595	42257.69	42029.534	41791.19	41542.277	41282.401	41010.633	40725.963	40427.72	40115.746	39790.38	39452.135	39101.806	38740.228	38367.971	37985.78	37594.931	37196.959	36793.294	36385.006	35973.111	35559.028	35144.242	34730.16	34317.871	33908.404	33503.056	33103.108	32709.705	32323.565	31945.385	31576.193	31217.057	30868.732	30531.506	30205.271	29889.722	29584.291	29288.344	29001.562	28723.32	28452.191	28186.386	27924.384	27665.362	27408.712	27153.305	26897.998	26641.816	26384.076	26124.308	25862.227	25597.651	25330.425	25060.41	24787.476	24511.481	24232.276	23949.721
177	TFYR Macedonia	2079.308	2078.924	2077.669	2075.622	2072.819	2069.313	2065.127	2060.242	2054.672	2048.395	2041.411	2033.7	2025.336	2016.379	2006.932	1997.071	1986.839	1976.246	1965.27	1953.902	1942.122	1929.933	1917.369	1904.445	1891.223	1877.717	1863.932	1849.887	1835.568	1820.988	1806.132	1791.012	1775.637	1760.001	1744.097	1727.926	1711.493	1694.81	1677.863	1660.681	1643.256	1625.59	1607.7	1589.622	1571.366	1552.95	1534.415	1515.751	1496.975	1478.104	1459.144	1440.118	1421.039	1401.909	1382.769	1363.614	1344.483	1325.369	1306.305	1287.308	1268.399	1249.584	1230.893	1212.324	1193.909	1175.636	1157.534	1139.623	1121.897	1104.382	1087.095	1070.036	1053.217	1036.632	1020.275	1004.136	988.237	972.55	957.096	941.874	926.882	912.114	897.573	883.247	869.123	855.183
178	Western Europe	192032.306	192626.003	193077.427	193402.551	193616.527	193733.42	193766.436	193727.7	193628.433	193478.746	193287.7	193062.979	192810.911	192536.468	192243.277	191934.034	191612.385	191279.849	190933.881	190569.772	190183.78	189775.312	189344.583	188889.571	188407.955	187897.69	187357.786	186787.317	186184.633	185547.857	184875.723	184168.245	183425.647	182647.33	181832.635	180981.845	180095.829	179176.993	178229.168	177257.145	176265.51	175256.458	174232.69	173199.598	172163.585	171129.645	170100.326	169076.802	168061.186	167055.106	166059.53	165075.446	164102.433	163137.936	162178.244	161220.214	160262.888	159305.463	158344.847	157377.422	156400.359	155412.534	154413.624	153403.166	152380.981	151347.233	150301.572	149244.54	148178.482	147106.566	146031.355	144953.756	143874.027	142793.066	141711.731	140630.598	139550.166	138470.621	137392.048	136314.352	135237.31	134160.538	133083.558	132005.789	130926.482	129844.782
179	Austria	8678.657	8689.112	8697.584	8704.179	8708.962	8711.978	8713.216	8712.605	8710.085	8705.542	8698.905	8690.145	8679.359	8666.744	8652.578	8637.069	8620.308	8602.28	8583.032	8562.554	8540.856	8517.94	8493.827	8468.571	8442.207	8414.765	8386.229	8356.53	8325.562	8293.128	8259.087	8223.436	8186.165	8147.084	8105.987	8062.744	8017.354	7969.939	7920.687	7869.858	7817.697	7764.317	7709.852	7654.63	7599.07	7543.476	7488.017	7432.754	7377.837	7323.353	7269.382	7216.022	7163.23	7110.909	7058.859	7006.926	6955.057	6903.272	6851.405	6799.285	6746.799	6693.899	6640.598	6586.919	6532.896	6478.574	6423.964	6369.136	6314.22	6259.434	6204.94	6150.783	6097.03	6043.727	5990.983	5938.838	5887.324	5836.46	5786.219	5736.577	5687.486	5638.903	5590.782	5543.068	5495.681	5448.574
180	Belgium	11287.94	11359.081	11417.509	11464.515	11501.434	11529.589	11550.346	11565.09	11575.19	11581.985	11586.631	11590.015	11592.63	11594.53	11595.473	11595.275	11594.161	11592.405	11589.9	11586.422	11581.793	11575.974	11568.962	11560.654	11550.92	11539.645	11526.759	11512.192	11495.81	11477.454	11457.017	11434.461	11409.778	11382.875	11353.657	11322.099	11288.2	11252.067	11213.892	11173.931	11132.41	11089.44	11045.149	10999.756	10953.57	10906.779	10859.547	10811.935	10764.09	10716.11	10668.08	10620.066	10572.095	10524.111	10476.026	10427.761	10379.304	10330.644	10281.681	10232.287	10182.353	10131.853	10080.769	10029.098	9976.85	9924.021	9870.606	9816.603	9762.049	9706.993	9651.456	9595.46	9538.995	9482.107	9424.859	9367.244	9309.296	9251.01	9192.368	9133.35	9073.945	9014.131	8953.901	8893.235	8832.138	8770.602
181	France	64457.201	64663.512	64841.206	64994.486	65126.875	65241.218	65339.675	65423.708	65494.198	65551.564	65596.184	65628.813	65650.965	65665.129	65674.221	65680.288	65684.367	65685.876	65683.218	65673.81	65655.611	65628.176	65591.508	65544.536	65486.127	65415.36	65331.781	65235.221	65125.452	65002.409	64866.132	64716.642	64554.159	64379.321	64192.932	63995.791	63788.465	63571.472	63345.55	63111.457	62870.007	62621.796	62367.614	62108.727	61846.577	61582.361	61316.726	61050.085	60783.024	60516.09	60249.644	59983.997	59719.232	59455.111	59191.233	58927.223	58662.919	58398.125	58132.316	57864.86	57595.158	57322.997	57048.048	56769.622	56486.868	56199.204	55906.229	55607.954	55304.661	54996.847	54684.899	54368.829	54048.476	53723.886	53395.036	53061.929	52724.579	52382.963	52037.111	51686.977	51332.566	50973.826	50610.709	50243.148	49871.071	49494.381
